异常ID,传感器,传感器ID,类型,描述,检测时间,读数时间,温度,湿度,当前状态,处理人,处理原因,标注时间,是否回滚,回滚原因
a_mqird71c0f,一号冷库,SENS-001,温度越下限,温度 4.13℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T14:35:00.000Z,4.13,53.1,待处理,,,,否,
a_mqird71c28,一号冷库,SENS-001,温度越下限,温度 4.45℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T14:30:00.000Z,4.45,54.4,待处理,,,,否,
a_mqird71bcf,一号冷库,SENS-001,温度越下限,温度 4.76℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T14:25:00.000Z,4.76,54.1,待处理,,,,否,
a_mqird71ba7,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T14:20:00.000Z,4.88,53.4,待处理,,,,否,
a_mqird71b70,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T14:15:00.000Z,4.57,55.4,待处理,,,,否,
a_mqird71b71,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T14:10:00.000Z,4.32,55.7,待处理,,,,否,
a_mqird71be8,一号冷库,SENS-001,湿度漂移,湿度突变 19.10%，超过阈值 10%（前值 36.60%）,2026-06-18 00:25:07,2025-05-07T14:10:00.000Z,4.32,55.7,待处理,,,,否,
a_mqird71a25,一号冷库,SENS-001,温度越下限,温度 4.42℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T14:05:00.000Z,4.42,36.6,待处理,,,,否,
a_mqird71b98,一号冷库,SENS-001,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 54.60%）,2026-06-18 00:25:07,2025-05-07T14:05:00.000Z,4.42,36.6,待处理,,,,否,
a_mqird71a9a,一号冷库,SENS-001,温度越下限,温度 4.51℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T14:00:00.000Z,4.51,54.6,待处理,,,,否,
a_mqird71abe,一号冷库,SENS-001,温度越下限,温度 4.80℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T13:55:00.000Z,4.8,55.4,待处理,,,,否,
a_mqird71a92,一号冷库,SENS-001,温度越下限,温度 4.43℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T13:50:00.000Z,4.43,56.2,待处理,,,,否,
a_mqird7198c,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T13:45:00.000Z,4.46,55.1,待处理,,,,否,
a_mqird71aa0,一号冷库,SENS-001,湿度漂移,湿度突变 18.10%，超过阈值 10%（前值 37.00%）,2026-06-18 00:25:07,2025-05-07T13:45:00.000Z,4.46,55.1,待处理,,,,否,
a_mqird7191b,一号冷库,SENS-001,温度越下限,温度 4.84℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T13:40:00.000Z,4.84,37,待处理,,,,否,
a_mqird719b7,一号冷库,SENS-001,湿度漂移,湿度突变 16.10%，超过阈值 10%（前值 53.10%）,2026-06-18 00:25:07,2025-05-07T13:40:00.000Z,4.84,37,待处理,,,,否,
a_mqird719c9,一号冷库,SENS-001,温度越下限,温度 4.35℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T13:35:00.000Z,4.35,53.1,待处理,,,,否,
a_mqird718c0,一号冷库,SENS-001,温度越下限,温度 4.22℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T13:30:00.000Z,4.22,55.6,待处理,,,,否,
a_mqird71811,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T13:25:00.000Z,4.33,55.2,待处理,,,,否,
a_mqird71851,一号冷库,SENS-001,温度越下限,温度 4.69℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T13:20:00.000Z,4.69,54.5,待处理,,,,否,
a_mqird718b1,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T13:15:00.000Z,4.33,54.7,待处理,,,,否,
a_mqird71890,一号冷库,SENS-001,温度越下限,温度 4.61℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T13:10:00.000Z,4.61,55,待处理,,,,否,
a_mqird7176d,一号冷库,SENS-001,温度越下限,温度 4.41℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T13:05:00.000Z,4.41,54.9,待处理,,,,否,
a_mqird717aa,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T13:00:00.000Z,4.52,55.1,待处理,,,,否,
a_mqird7174f,一号冷库,SENS-001,温度越下限,温度 4.62℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T12:55:00.000Z,4.62,53,待处理,,,,否,
a_mqird71725,一号冷库,SENS-001,温度越下限,温度 4.84℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T12:50:00.000Z,4.84,53.1,待处理,,,,否,
a_mqird716b2,一号冷库,SENS-001,温度越下限,温度 4.53℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T12:45:00.000Z,4.53,55.5,待处理,,,,否,
a_mqird71701,一号冷库,SENS-001,温度漂移,温度突变 3.25℃，超过阈值 2℃（前值 7.78℃）,2026-06-18 00:25:07,2025-05-07T12:45:00.000Z,4.53,55.5,待处理,,,,否,
a_mqird7166b,一号冷库,SENS-001,温度越下限,温度 7.78℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T12:40:00.000Z,7.78,55.6,待处理,,,,否,
a_mqird716bf,一号冷库,SENS-001,温度漂移,温度突变 2.90℃，超过阈值 2℃（前值 4.88℃）,2026-06-18 00:25:07,2025-05-07T12:40:00.000Z,7.78,55.6,待处理,,,,否,
a_mqird7164d,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T12:35:00.000Z,4.88,54.5,待处理,,,,否,
a_mqird716cf,一号冷库,SENS-001,温度漂移,温度突变 3.77℃，超过阈值 2℃（前值 8.65℃）,2026-06-18 00:25:07,2025-05-07T12:35:00.000Z,4.88,54.5,待处理,,,,否,
a_mqird71584,一号冷库,SENS-001,温度越下限,温度 8.65℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T12:30:00.000Z,8.65,54.3,待处理,,,,否,
a_mqird715c2,一号冷库,SENS-001,温度漂移,温度突变 4.20℃，超过阈值 2℃（前值 4.45℃）,2026-06-18 00:25:07,2025-05-07T12:30:00.000Z,8.65,54.3,待处理,,,,否,
a_mqird7152b,一号冷库,SENS-001,温度越下限,温度 4.45℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T12:25:00.000Z,4.45,54.1,待处理,,,,否,
a_mqird71582,一号冷库,SENS-001,温度越下限,温度 4.47℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T12:20:00.000Z,4.47,55.1,待处理,,,,否,
a_mqird715ac,一号冷库,SENS-001,温度越下限,温度 4.83℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T12:15:00.000Z,4.83,54.2,待处理,,,,否,
a_mqird71403,一号冷库,SENS-001,温度越下限,温度 4.50℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T12:10:00.000Z,4.5,54.8,待处理,,,,否,
a_mqird714ca,一号冷库,SENS-001,温度越下限,温度 4.76℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T12:05:00.000Z,4.76,56.3,待处理,,,,否,
a_mqird7147f,一号冷库,SENS-001,温度越下限,温度 4.79℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T12:00:00.000Z,4.79,55.5,待处理,,,,否,
a_mqird714fe,一号冷库,SENS-001,温度越下限,温度 4.28℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T11:55:00.000Z,4.28,53.7,待处理,,,,否,
a_mqird713d5,一号冷库,SENS-001,温度越下限,温度 4.15℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T11:50:00.000Z,4.15,55.3,待处理,,,,否,
a_mqird71464,一号冷库,SENS-001,湿度漂移,湿度突变 17.70%，超过阈值 10%（前值 73.00%）,2026-06-18 00:25:07,2025-05-07T11:50:00.000Z,4.15,55.3,待处理,,,,否,
a_mqird713d4,一号冷库,SENS-001,温度越下限,温度 4.56℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T11:45:00.000Z,4.56,73,待处理,,,,否,
a_mqird71360,一号冷库,SENS-001,湿度越上限,湿度 73.00% 超过上限 70%,2026-06-18 00:25:07,2025-05-07T11:45:00.000Z,4.56,73,待处理,,,,否,
a_mqird713aa,一号冷库,SENS-001,湿度漂移,湿度突变 19.60%，超过阈值 10%（前值 53.40%）,2026-06-18 00:25:07,2025-05-07T11:45:00.000Z,4.56,73,待处理,,,,否,
a_mqird71364,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T11:40:00.000Z,4.32,53.4,待处理,,,,否,
a_mqird712cb,一号冷库,SENS-001,温度越下限,温度 4.78℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T11:35:00.000Z,4.78,54.7,待处理,,,,否,
a_mqird71264,一号冷库,SENS-001,温度越下限,温度 4.68℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T11:30:00.000Z,4.68,56.5,待处理,,,,否,
a_mqird71202,一号冷库,SENS-001,温度越下限,温度 4.35℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T11:25:00.000Z,4.35,56.6,待处理,,,,否,
a_mqird712fc,一号冷库,SENS-001,温度越下限,温度 4.78℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T11:20:00.000Z,4.78,53.2,待处理,,,,否,
a_mqird712e0,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T11:15:00.000Z,4.88,53.6,待处理,,,,否,
a_mqird7117b,一号冷库,SENS-001,温度越下限,温度 4.10℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T11:10:00.000Z,4.1,54,待处理,,,,否,
a_mqird711aa,一号冷库,SENS-001,温度越下限,温度 4.68℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T11:05:00.000Z,4.68,53.4,待处理,,,,否,
a_mqird71183,一号冷库,SENS-001,温度越下限,温度 4.10℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T11:00:00.000Z,4.1,54.7,待处理,,,,否,
a_mqird7111d,一号冷库,SENS-001,温度越下限,温度 4.12℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T10:55:00.000Z,4.12,56.3,待处理,,,,否,
a_mqird7111c,一号冷库,SENS-001,温度越下限,温度 4.21℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T10:50:00.000Z,4.21,54,待处理,,,,否,
a_mqird710dd,一号冷库,SENS-001,温度越下限,温度 4.47℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T10:45:00.000Z,4.47,54.5,待处理,,,,否,
a_mqird71046,一号冷库,SENS-001,温度越下限,温度 4.13℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T10:40:00.000Z,4.13,54.1,待处理,,,,否,
a_mqird7108e,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T10:35:00.000Z,4.72,53.7,待处理,,,,否,
a_mqird71027,一号冷库,SENS-001,温度越下限,温度 4.11℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T10:30:00.000Z,4.11,55.5,待处理,,,,否,
a_mqird70z49,一号冷库,SENS-001,温度越下限,温度 4.66℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T10:25:00.000Z,4.66,54,待处理,,,,否,
a_mqird70zc3,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T10:20:00.000Z,4.33,55.2,待处理,,,,否,
a_mqird70zbf,一号冷库,SENS-001,温度越下限,温度 4.38℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T10:15:00.000Z,4.38,56.4,待处理,,,,否,
a_mqird70z7f,一号冷库,SENS-001,温度越下限,温度 4.65℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T10:10:00.000Z,4.65,54.9,待处理,,,,否,
a_mqird70y93,一号冷库,SENS-001,温度越下限,温度 4.38℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T10:05:00.000Z,4.38,53,待处理,,,,否,
a_mqird70y15,一号冷库,SENS-001,温度越下限,温度 4.18℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T10:00:00.000Z,4.18,56.1,待处理,,,,否,
a_mqird70ybc,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T09:55:00.000Z,4.64,55.2,待处理,,,,否,
a_mqird70y50,一号冷库,SENS-001,温度越下限,温度 4.60℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T09:50:00.000Z,4.6,53.9,待处理,,,,否,
a_mqird70xe9,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T09:45:00.000Z,4.88,57,待处理,,,,否,
a_mqird70y27,一号冷库,SENS-001,温度漂移,温度突变 4.24℃，超过阈值 2℃（前值 0.64℃）,2026-06-18 00:25:07,2025-05-07T09:45:00.000Z,4.88,57,待处理,,,,否,
a_mqird70x03,一号冷库,SENS-001,温度越下限,温度 0.64℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T09:40:00.000Z,0.64,54.2,待处理,,,,否,
a_mqird70x0b,一号冷库,SENS-001,温度漂移,温度突变 3.63℃，超过阈值 2℃（前值 4.27℃）,2026-06-18 00:25:07,2025-05-07T09:40:00.000Z,0.64,54.2,待处理,,,,否,
a_mqird70x45,一号冷库,SENS-001,温度越下限,温度 4.27℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T09:35:00.000Z,4.27,56.1,待处理,,,,否,
a_mqird70we0,一号冷库,SENS-001,温度越下限,温度 4.12℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T09:30:00.000Z,4.12,55.4,待处理,,,,否,
a_mqird70xe0,一号冷库,SENS-001,温度漂移,温度突变 4.42℃，超过阈值 2℃（前值 8.54℃）,2026-06-18 00:25:07,2025-05-07T09:30:00.000Z,4.12,55.4,待处理,,,,否,
a_mqird70w79,一号冷库,SENS-001,温度越下限,温度 8.54℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T09:25:00.000Z,8.54,55.7,待处理,,,,否,
a_mqird70w87,一号冷库,SENS-001,温度漂移,温度突变 3.90℃，超过阈值 2℃（前值 4.64℃）,2026-06-18 00:25:07,2025-05-07T09:25:00.000Z,8.54,55.7,待处理,,,,否,
a_mqird70wd9,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T09:20:00.000Z,4.64,53.3,待处理,,,,否,
a_mqird70w01,一号冷库,SENS-001,温度越下限,温度 4.28℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T09:15:00.000Z,4.28,56,待处理,,,,否,
a_mqird70v3f,一号冷库,SENS-001,温度越下限,温度 4.42℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T09:10:00.000Z,4.42,53.8,待处理,,,,否,
a_mqird70v24,一号冷库,SENS-001,温度越下限,温度 4.77℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T09:05:00.000Z,4.77,54.1,待处理,,,,否,
a_mqird70vc9,一号冷库,SENS-001,温度越下限,温度 4.77℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T09:00:00.000Z,4.77,53.1,待处理,,,,否,
a_mqird70v42,一号冷库,SENS-001,温度越下限,温度 4.25℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T08:55:00.000Z,4.25,53.7,待处理,,,,否,
a_mqird70u3c,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T08:50:00.000Z,4.72,54.9,待处理,,,,否,
a_mqird70ufa,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T08:45:00.000Z,4.72,55,待处理,,,,否,
a_mqird70u5a,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T08:40:00.000Z,4.52,54,待处理,,,,否,
a_mqird70u30,一号冷库,SENS-001,温度越下限,温度 4.22℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T08:35:00.000Z,4.22,54.3,待处理,,,,否,
a_mqird70t14,一号冷库,SENS-001,温度越下限,温度 4.66℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T08:30:00.000Z,4.66,56.5,待处理,,,,否,
a_mqird70t49,一号冷库,SENS-001,温度越下限,温度 4.17℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T08:25:00.000Z,4.17,53.3,待处理,,,,否,
a_mqird70t27,一号冷库,SENS-001,温度越下限,温度 4.60℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T08:20:00.000Z,4.6,55,待处理,,,,否,
a_mqird70t12,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T08:15:00.000Z,4.32,56.1,待处理,,,,否,
a_mqird70t6d,一号冷库,SENS-001,温度越下限,温度 4.51℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T08:10:00.000Z,4.51,54.4,待处理,,,,否,
a_mqird70s71,一号冷库,SENS-001,温度越下限,温度 4.80℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T08:05:00.000Z,4.8,55.6,待处理,,,,否,
a_mqird70s78,一号冷库,SENS-001,温度越下限,温度 4.25℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T08:00:00.000Z,4.25,56.6,待处理,,,,否,
a_mqird70s5e,一号冷库,SENS-001,温度越下限,温度 4.49℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T07:55:00.000Z,4.49,56,待处理,,,,否,
a_mqird70s09,一号冷库,SENS-001,温度越下限,温度 4.54℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T07:50:00.000Z,4.54,54.9,待处理,,,,否,
a_mqird70r9e,一号冷库,SENS-001,温度越下限,温度 4.17℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T07:45:00.000Z,4.17,56.6,待处理,,,,否,
a_mqird70ra3,一号冷库,SENS-001,温度越下限,温度 4.65℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T07:40:00.000Z,4.65,56.5,待处理,,,,否,
a_mqird70re2,一号冷库,SENS-001,温度越下限,温度 4.36℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T07:35:00.000Z,4.36,55.5,待处理,,,,否,
a_mqird70p23,一号冷库,SENS-001,温度越下限,温度 4.61℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T07:30:00.000Z,4.61,54.8,待处理,,,,否,
a_mqird70f7a,一号冷库,SENS-001,温度越下限,温度 4.70℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T07:25:00.000Z,4.7,54.9,待处理,,,,否,
a_mqird70f2b,一号冷库,SENS-001,温度越下限,温度 4.80℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T07:20:00.000Z,4.8,56,待处理,,,,否,
a_mqird70f2f,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T07:15:00.000Z,4.52,53.8,待处理,,,,否,
a_mqird70f81,一号冷库,SENS-001,温度越下限,温度 4.40℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T07:10:00.000Z,4.4,53.6,待处理,,,,否,
a_mqird70f99,一号冷库,SENS-001,温度越下限,温度 4.79℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T07:05:00.000Z,4.79,55.2,待处理,,,,否,
a_mqird70f10,一号冷库,SENS-001,温度越下限,温度 4.41℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T07:00:00.000Z,4.41,56.4,待处理,,,,否,
a_mqird70e20,一号冷库,SENS-001,温度越下限,温度 4.26℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T06:55:00.000Z,4.26,55.4,待处理,,,,否,
a_mqird70e82,一号冷库,SENS-001,湿度漂移,湿度突变 17.60%，超过阈值 10%（前值 73.00%）,2026-06-18 00:25:07,2025-05-07T06:55:00.000Z,4.26,55.4,待处理,,,,否,
a_mqird70dfa,一号冷库,SENS-001,温度越下限,温度 4.86℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T06:50:00.000Z,4.86,73,待处理,,,,否,
a_mqird70e67,一号冷库,SENS-001,湿度越上限,湿度 73.00% 超过上限 70%,2026-06-18 00:25:07,2025-05-07T06:50:00.000Z,4.86,73,待处理,,,,否,
a_mqird70e09,一号冷库,SENS-001,湿度漂移,湿度突变 19.90%，超过阈值 10%（前值 53.10%）,2026-06-18 00:25:07,2025-05-07T06:50:00.000Z,4.86,73,待处理,,,,否,
a_mqird70d2a,一号冷库,SENS-001,温度越下限,温度 4.83℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T06:45:00.000Z,4.83,53.1,待处理,,,,否,
a_mqird70dd1,一号冷库,SENS-001,温度越下限,温度 4.83℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T06:40:00.000Z,4.83,55,待处理,,,,否,
a_mqird70d67,一号冷库,SENS-001,温度越下限,温度 4.74℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T06:35:00.000Z,4.74,56,待处理,,,,否,
a_mqird70d3f,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T06:30:00.000Z,4.72,54.7,待处理,,,,否,
a_mqird70cce,一号冷库,SENS-001,温度越下限,温度 4.23℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T06:25:00.000Z,4.23,54.9,待处理,,,,否,
a_mqird70c0b,一号冷库,SENS-001,温度漂移,温度突变 4.82℃，超过阈值 2℃（前值 9.05℃）,2026-06-18 00:25:07,2025-05-07T06:25:00.000Z,4.23,54.9,待处理,,,,否,
a_mqird70b7a,一号冷库,SENS-001,温度越下限,温度 9.05℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T06:20:00.000Z,9.05,53.4,待处理,,,,否,
a_mqird70c94,一号冷库,SENS-001,温度漂移,温度突变 4.76℃，超过阈值 2℃（前值 4.29℃）,2026-06-18 00:25:07,2025-05-07T06:20:00.000Z,9.05,53.4,待处理,,,,否,
a_mqird70cbd,一号冷库,SENS-001,湿度漂移,湿度突变 16.40%，超过阈值 10%（前值 37.00%）,2026-06-18 00:25:07,2025-05-07T06:20:00.000Z,9.05,53.4,待处理,,,,否,
a_mqird70bba,一号冷库,SENS-001,温度越下限,温度 4.29℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-07T06:15:00.000Z,4.29,37,待处理,,,,否,
a_mqird70b00,一号冷库,SENS-001,湿度漂移,湿度突变 18.50%，超过阈值 10%（前值 55.50%）,2026-06-18 00:25:07,2025-05-07T06:15:00.000Z,4.29,37,待处理,,,,否,
