异常ID,传感器,传感器ID,类型,描述,检测时间,读数时间,温度,湿度,当前状态,处理人,处理原因,标注时间,是否回滚,回滚原因
a_mqirk3ab67,一号冷库,SENS-001,温度越下限,温度 4.15℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T11:50:00.000Z,4.15,55.3,待处理,,,,否,
a_mqirk3ab05,一号冷库,SENS-001,湿度漂移,湿度突变 17.70%，超过阈值 10%（前值 73.00%）,2026-06-18 00:30:29,2025-05-07T11:50:00.000Z,4.15,55.3,待处理,,,,否,
a_mqirk3aa56,一号冷库,SENS-001,温度越下限,温度 4.56℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T11:45:00.000Z,4.56,73,待处理,,,,否,
a_mqirk3ab84,一号冷库,SENS-001,湿度越上限,湿度 73.00% 超过上限 70%,2026-06-18 00:30:29,2025-05-07T11:45:00.000Z,4.56,73,待处理,,,,否,
a_mqirk3ab95,一号冷库,SENS-001,湿度漂移,湿度突变 19.60%，超过阈值 10%（前值 53.40%）,2026-06-18 00:30:29,2025-05-07T11:45:00.000Z,4.56,73,待处理,,,,否,
a_mqirk3aacf,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T11:40:00.000Z,4.32,53.4,待处理,,,,否,
a_mqirk3aaa9,一号冷库,SENS-001,温度越下限,温度 4.78℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T11:35:00.000Z,4.78,54.7,待处理,,,,否,
a_mqirk3aac8,一号冷库,SENS-001,温度越下限,温度 4.68℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T11:30:00.000Z,4.68,56.5,待处理,,,,否,
a_mqirk3aa9c,一号冷库,SENS-001,温度越下限,温度 4.35℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T11:25:00.000Z,4.35,56.6,待处理,,,,否,
a_mqirk3aa1d,一号冷库,SENS-001,温度越下限,温度 4.78℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T11:20:00.000Z,4.78,53.2,待处理,,,,否,
a_mqirk3aaad,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T11:15:00.000Z,4.88,53.6,待处理,,,,否,
a_mqirk3aab4,一号冷库,SENS-001,温度越下限,温度 4.10℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T11:10:00.000Z,4.1,54,待处理,,,,否,
a_mqirk3a93d,一号冷库,SENS-001,温度越下限,温度 4.68℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T11:05:00.000Z,4.68,53.4,待处理,,,,否,
a_mqirk3a9e1,一号冷库,SENS-001,温度越下限,温度 4.10℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T11:00:00.000Z,4.1,54.7,待处理,,,,否,
a_mqirk3a92c,一号冷库,SENS-001,温度越下限,温度 4.12℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T10:55:00.000Z,4.12,56.3,待处理,,,,否,
a_mqirk3a998,一号冷库,SENS-001,温度越下限,温度 4.21℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T10:50:00.000Z,4.21,54,待处理,,,,否,
a_mqirk3a9c4,一号冷库,SENS-001,温度越下限,温度 4.47℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T10:45:00.000Z,4.47,54.5,待处理,,,,否,
a_mqirk3a8f4,一号冷库,SENS-001,温度越下限,温度 4.13℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T10:40:00.000Z,4.13,54.1,待处理,,,,否,
a_mqirk3a888,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T10:35:00.000Z,4.72,53.7,待处理,,,,否,
a_mqirk3a87a,一号冷库,SENS-001,温度越下限,温度 4.11℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T10:30:00.000Z,4.11,55.5,待处理,,,,否,
a_mqirk3a8e4,一号冷库,SENS-001,温度越下限,温度 4.66℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T10:25:00.000Z,4.66,54,待处理,,,,否,
a_mqirk3a8b8,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T10:20:00.000Z,4.33,55.2,待处理,,,,否,
a_mqirk3a887,一号冷库,SENS-001,温度越下限,温度 4.38℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T10:15:00.000Z,4.38,56.4,待处理,,,,否,
a_mqirk3a76a,一号冷库,SENS-001,温度越下限,温度 4.65℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T10:10:00.000Z,4.65,54.9,待处理,,,,否,
a_mqirk3a71c,一号冷库,SENS-001,温度越下限,温度 4.38℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T10:05:00.000Z,4.38,53,待处理,,,,否,
a_mqirk3a70e,一号冷库,SENS-001,温度越下限,温度 4.18℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T10:00:00.000Z,4.18,56.1,待处理,,,,否,
a_mqirk3a78a,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T09:55:00.000Z,4.64,55.2,待处理,,,,否,
a_mqirk3a734,一号冷库,SENS-001,温度越下限,温度 4.60℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T09:50:00.000Z,4.6,53.9,待处理,,,,否,
a_mqirk3a79d,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T09:45:00.000Z,4.88,57,待处理,,,,否,
a_mqirk3a769,一号冷库,SENS-001,温度漂移,温度突变 4.24℃，超过阈值 2℃（前值 0.64℃）,2026-06-18 00:30:29,2025-05-07T09:45:00.000Z,4.88,57,待处理,,,,否,
a_mqirk3a68f,一号冷库,SENS-001,温度越下限,温度 0.64℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T09:40:00.000Z,0.64,54.2,待处理,,,,否,
a_mqirk3a64f,一号冷库,SENS-001,温度漂移,温度突变 3.63℃，超过阈值 2℃（前值 4.27℃）,2026-06-18 00:30:29,2025-05-07T09:40:00.000Z,0.64,54.2,待处理,,,,否,
a_mqirk3a64f,一号冷库,SENS-001,温度越下限,温度 4.27℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T09:35:00.000Z,4.27,56.1,待处理,,,,否,
a_mqirk3a6d3,一号冷库,SENS-001,温度越下限,温度 4.12℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T09:30:00.000Z,4.12,55.4,待处理,,,,否,
a_mqirk3a6c4,一号冷库,SENS-001,温度漂移,温度突变 4.42℃，超过阈值 2℃（前值 8.54℃）,2026-06-18 00:30:29,2025-05-07T09:30:00.000Z,4.12,55.4,待处理,,,,否,
a_mqirk3a64e,一号冷库,SENS-001,温度越下限,温度 8.54℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T09:25:00.000Z,8.54,55.7,待处理,,,,否,
a_mqirk3a609,一号冷库,SENS-001,温度漂移,温度突变 3.90℃，超过阈值 2℃（前值 4.64℃）,2026-06-18 00:30:29,2025-05-07T09:25:00.000Z,8.54,55.7,待处理,,,,否,
a_mqirk3a651,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T09:20:00.000Z,4.64,53.3,待处理,,,,否,
a_mqirk3a633,一号冷库,SENS-001,温度越下限,温度 4.28℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T09:15:00.000Z,4.28,56,待处理,,,,否,
a_mqirk3a5db,一号冷库,SENS-001,温度越下限,温度 4.42℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T09:10:00.000Z,4.42,53.8,待处理,,,,否,
a_mqirk3a5e8,一号冷库,SENS-001,温度越下限,温度 4.77℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T09:05:00.000Z,4.77,54.1,待处理,,,,否,
a_mqirk3a541,一号冷库,SENS-001,温度越下限,温度 4.77℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T09:00:00.000Z,4.77,53.1,待处理,,,,否,
a_mqirk3a57a,一号冷库,SENS-001,温度越下限,温度 4.25℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T08:55:00.000Z,4.25,53.7,待处理,,,,否,
a_mqirk3a531,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T08:50:00.000Z,4.72,54.9,待处理,,,,否,
a_mqirk3a5af,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T08:45:00.000Z,4.72,55,待处理,,,,否,
a_mqirk3a469,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T08:40:00.000Z,4.52,54,待处理,,,,否,
a_mqirk3a480,一号冷库,SENS-001,温度越下限,温度 4.22℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T08:35:00.000Z,4.22,54.3,待处理,,,,否,
a_mqirk3a4a4,一号冷库,SENS-001,温度越下限,温度 4.66℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T08:30:00.000Z,4.66,56.5,待处理,,,,否,
a_mqirk3a436,一号冷库,SENS-001,温度越下限,温度 4.17℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T08:25:00.000Z,4.17,53.3,待处理,,,,否,
a_mqirk3a49f,一号冷库,SENS-001,温度越下限,温度 4.60℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T08:20:00.000Z,4.6,55,待处理,,,,否,
a_mqirk3a3cd,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T08:15:00.000Z,4.32,56.1,待处理,,,,否,
a_mqirk3a39d,一号冷库,SENS-001,温度越下限,温度 4.51℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T08:10:00.000Z,4.51,54.4,待处理,,,,否,
a_mqirk3a31d,一号冷库,SENS-001,温度越下限,温度 4.80℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T08:05:00.000Z,4.8,55.6,待处理,,,,否,
a_mqirk3a32c,一号冷库,SENS-001,温度越下限,温度 4.25℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T08:00:00.000Z,4.25,56.6,待处理,,,,否,
a_mqirk3a253,一号冷库,SENS-001,温度越下限,温度 4.49℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T07:55:00.000Z,4.49,56,待处理,,,,否,
a_mqirk3a216,一号冷库,SENS-001,温度越下限,温度 4.54℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T07:50:00.000Z,4.54,54.9,待处理,,,,否,
a_mqirk3a2a5,一号冷库,SENS-001,温度越下限,温度 4.17℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T07:45:00.000Z,4.17,56.6,待处理,,,,否,
a_mqirk3a2f7,一号冷库,SENS-001,温度越下限,温度 4.65℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T07:40:00.000Z,4.65,56.5,待处理,,,,否,
a_mqirk3a1d3,一号冷库,SENS-001,温度越下限,温度 4.36℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T07:35:00.000Z,4.36,55.5,待处理,,,,否,
a_mqirk3a00f,一号冷库,SENS-001,温度越下限,温度 4.61℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T07:30:00.000Z,4.61,54.8,待处理,,,,否,
a_mqirk39qf0,一号冷库,SENS-001,温度越下限,温度 4.70℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T07:25:00.000Z,4.7,54.9,待处理,,,,否,
a_mqirk39qeb,一号冷库,SENS-001,温度越下限,温度 4.80℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T07:20:00.000Z,4.8,56,待处理,,,,否,
a_mqirk39qf5,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T07:15:00.000Z,4.52,53.8,待处理,,,,否,
a_mqirk39q25,一号冷库,SENS-001,温度越下限,温度 4.40℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T07:10:00.000Z,4.4,53.6,待处理,,,,否,
a_mqirk39qf4,一号冷库,SENS-001,温度越下限,温度 4.79℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T07:05:00.000Z,4.79,55.2,待处理,,,,否,
a_mqirk39qf2,一号冷库,SENS-001,温度越下限,温度 4.41℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T07:00:00.000Z,4.41,56.4,待处理,,,,否,
a_mqirk39p94,一号冷库,SENS-001,温度越下限,温度 4.26℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T06:55:00.000Z,4.26,55.4,待处理,,,,否,
a_mqirk39pf9,一号冷库,SENS-001,湿度漂移,湿度突变 17.60%，超过阈值 10%（前值 73.00%）,2026-06-18 00:30:29,2025-05-07T06:55:00.000Z,4.26,55.4,待处理,,,,否,
a_mqirk39p5a,一号冷库,SENS-001,温度越下限,温度 4.86℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T06:50:00.000Z,4.86,73,待处理,,,,否,
a_mqirk39p9c,一号冷库,SENS-001,湿度越上限,湿度 73.00% 超过上限 70%,2026-06-18 00:30:29,2025-05-07T06:50:00.000Z,4.86,73,待处理,,,,否,
a_mqirk39p85,一号冷库,SENS-001,湿度漂移,湿度突变 19.90%，超过阈值 10%（前值 53.10%）,2026-06-18 00:30:29,2025-05-07T06:50:00.000Z,4.86,73,待处理,,,,否,
a_mqirk39p04,一号冷库,SENS-001,温度越下限,温度 4.83℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T06:45:00.000Z,4.83,53.1,待处理,,,,否,
a_mqirk39p08,一号冷库,SENS-001,温度越下限,温度 4.83℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T06:40:00.000Z,4.83,55,待处理,,,,否,
a_mqirk39p5d,一号冷库,SENS-001,温度越下限,温度 4.74℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T06:35:00.000Z,4.74,56,待处理,,,,否,
a_mqirk39o26,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T06:30:00.000Z,4.72,54.7,待处理,,,,否,
a_mqirk39o91,一号冷库,SENS-001,温度越下限,温度 4.23℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T06:25:00.000Z,4.23,54.9,待处理,,,,否,
a_mqirk39o69,一号冷库,SENS-001,温度漂移,温度突变 4.82℃，超过阈值 2℃（前值 9.05℃）,2026-06-18 00:30:29,2025-05-07T06:25:00.000Z,4.23,54.9,待处理,,,,否,
a_mqirk39ncb,一号冷库,SENS-001,温度越下限,温度 9.05℃ 低于下限 15℃,2026-06-18 00:30:29,2025-05-07T06:20:00.000Z,9.05,53.4,待处理,,,,否,
a_mqirk39nff,一号冷库,SENS-001,温度漂移,温度突变 4.76℃，超过阈值 2℃（前值 4.29℃）,2026-06-18 00:30:29,2025-05-07T06:20:00.000Z,9.05,53.4,待处理,,,,否,
a_mqirk39o16,一号冷库,SENS-001,湿度漂移,湿度突变 16.40%，超过阈值 10%（前值 37.00%）,2026-06-18 00:30:29,2025-05-07T06:20:00.000Z,9.05,53.4,待处理,,,,否,
