异常ID,传感器,传感器ID,类型,描述,检测时间,读数时间,温度,湿度,当前状态,处理人,处理原因,标注时间,是否回滚,回滚原因
a_mqiptier9e,细胞培养箱,SENS-003,湿度越上限,湿度 93.00% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T15:40:00.000Z,36.73,93,待处理,,,,否,
a_mqiptih33a,常温试剂柜,SENS-004,温度漂移,温度突变 4.60℃，超过阈值 2℃（前值 26.24℃）,2026-06-17 23:41:49,2025-05-07T15:40:00.000Z,21.64,39.6,待处理,,,,否,
a_mqipth6g3a,一号冷库,SENS-001,温度越下限,温度 8.97℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T15:35:00.000Z,8.97,55.6,待处理,,,,否,
a_mqipth6gb8,一号冷库,SENS-001,温度漂移,温度突变 4.80℃，超过阈值 2℃（前值 4.17℃）,2026-06-17 23:41:47,2025-05-07T15:35:00.000Z,8.97,55.6,待处理,,,,否,
a_mqipthke2f,试剂保存室,SENS-002,温度越下限,温度 11.90℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T15:35:00.000Z,11.9,46.1,待处理,,,,否,
a_mqipthkeab,试剂保存室,SENS-002,温度漂移,温度突变 4.30℃，超过阈值 2℃（前值 7.60℃）,2026-06-17 23:41:48,2025-05-07T15:35:00.000Z,11.9,46.1,待处理,,,,否,
a_mqiptieq0a,细胞培养箱,SENS-003,温度越上限,温度 36.64℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T15:35:00.000Z,36.64,96,待处理,,,,否,
a_mqiptier54,细胞培养箱,SENS-003,湿度越上限,湿度 96.00% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T15:35:00.000Z,36.64,96,待处理,,,,否,
a_mqiptih31e,常温试剂柜,SENS-004,温度漂移,温度突变 4.39℃，超过阈值 2℃（前值 21.85℃）,2026-06-17 23:41:49,2025-05-07T15:35:00.000Z,26.24,40.2,待处理,,,,否,
a_mqipth6ff4,一号冷库,SENS-001,温度越下限,温度 4.17℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T15:30:00.000Z,4.17,54.9,待处理,,,,否,
a_mqipthke23,试剂保存室,SENS-002,温度越下限,温度 7.60℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T15:30:00.000Z,7.6,43.5,待处理,,,,否,
a_mqiptieqbd,细胞培养箱,SENS-003,温度越上限,温度 36.63℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T15:30:00.000Z,36.63,94.4,待处理,,,,否,
a_mqiptieqd2,细胞培养箱,SENS-003,湿度越上限,湿度 94.40% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T15:30:00.000Z,36.63,94.4,待处理,,,,否,
a_mqipth6fb0,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T15:25:00.000Z,4.52,55.9,待处理,,,,否,
a_mqipthke3b,试剂保存室,SENS-002,温度越下限,温度 8.17℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T15:25:00.000Z,8.17,45,待处理,,,,否,
a_mqiptieqf6,细胞培养箱,SENS-003,温度越上限,温度 37.08℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T15:25:00.000Z,37.08,94.1,待处理,,,,否,
a_mqiptieqf7,细胞培养箱,SENS-003,湿度越上限,湿度 94.10% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T15:25:00.000Z,37.08,94.1,待处理,,,,否,
a_mqipth6f56,一号冷库,SENS-001,温度越下限,温度 4.26℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T15:20:00.000Z,4.26,53.4,待处理,,,,否,
a_mqipthke77,试剂保存室,SENS-002,温度越下限,温度 8.33℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T15:20:00.000Z,8.33,44.6,待处理,,,,否,
a_mqiptiep17,细胞培养箱,SENS-003,温度越上限,温度 36.83℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T15:20:00.000Z,36.83,96.6,待处理,,,,否,
a_mqiptiepbe,细胞培养箱,SENS-003,湿度越上限,湿度 96.60% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T15:20:00.000Z,36.83,96.6,待处理,,,,否,
a_mqipth6fb3,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T15:15:00.000Z,4.32,53.9,待处理,,,,否,
a_mqipthkdce,试剂保存室,SENS-002,温度越下限,温度 8.04℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T15:15:00.000Z,8.04,45,待处理,,,,否,
a_mqiptieobe,细胞培养箱,SENS-003,温度越上限,温度 37.35℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T15:15:00.000Z,37.35,94.9,待处理,,,,否,
a_mqiptiepe4,细胞培养箱,SENS-003,湿度越上限,湿度 94.90% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T15:15:00.000Z,37.35,94.9,待处理,,,,否,
a_mqipth6fc3,一号冷库,SENS-001,温度越下限,温度 4.19℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T15:10:00.000Z,4.19,53.2,待处理,,,,否,
a_mqipthkdd7,试剂保存室,SENS-002,温度越下限,温度 7.68℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T15:10:00.000Z,7.68,44,待处理,,,,否,
a_mqiptieoa1,细胞培养箱,SENS-003,温度越上限,温度 37.06℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T15:10:00.000Z,37.06,95.6,待处理,,,,否,
a_mqiptieodb,细胞培养箱,SENS-003,湿度越上限,湿度 95.60% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T15:10:00.000Z,37.06,95.6,待处理,,,,否,
a_mqipth6f77,一号冷库,SENS-001,温度越下限,温度 4.76℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T15:05:00.000Z,4.76,53.8,待处理,,,,否,
a_mqipthkda7,试剂保存室,SENS-002,温度越下限,温度 7.69℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T15:05:00.000Z,7.69,43.1,待处理,,,,否,
a_mqiptieoc2,细胞培养箱,SENS-003,温度越上限,温度 37.37℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T15:05:00.000Z,37.37,95.9,待处理,,,,否,
a_mqiptieo82,细胞培养箱,SENS-003,湿度越上限,湿度 95.90% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T15:05:00.000Z,37.37,95.9,待处理,,,,否,
a_mqipth6f10,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T15:00:00.000Z,4.46,56.3,待处理,,,,否,
a_mqipthkd09,试剂保存室,SENS-002,温度越下限,温度 7.93℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T15:00:00.000Z,7.93,43.3,待处理,,,,否,
a_mqiptien76,细胞培养箱,SENS-003,温度越上限,温度 37.27℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T15:00:00.000Z,37.27,94.9,待处理,,,,否,
a_mqiptien10,细胞培养箱,SENS-003,湿度越上限,湿度 94.90% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T15:00:00.000Z,37.27,94.9,待处理,,,,否,
a_mqipth6e90,一号冷库,SENS-001,温度越下限,温度 4.84℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T14:55:00.000Z,4.84,53.5,待处理,,,,否,
a_mqipthkde9,试剂保存室,SENS-002,温度越下限,温度 7.63℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T14:55:00.000Z,7.63,43.3,待处理,,,,否,
a_mqiptien75,细胞培养箱,SENS-003,温度越上限,温度 37.22℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T14:55:00.000Z,37.22,96.2,待处理,,,,否,
a_mqiptien9e,细胞培养箱,SENS-003,湿度越上限,湿度 96.20% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T14:55:00.000Z,37.22,96.2,待处理,,,,否,
a_mqipth6eea,一号冷库,SENS-001,温度越下限,温度 4.54℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T14:50:00.000Z,4.54,55.5,待处理,,,,否,
a_mqipthkd91,试剂保存室,SENS-002,温度越下限,温度 8.20℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T14:50:00.000Z,8.2,44.2,待处理,,,,否,
a_mqiptiemb3,细胞培养箱,SENS-003,温度越上限,温度 37.20℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T14:50:00.000Z,37.2,96.5,待处理,,,,否,
a_mqiptiem5b,细胞培养箱,SENS-003,湿度越上限,湿度 96.50% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T14:50:00.000Z,37.2,96.5,待处理,,,,否,
a_mqiptij462,稳定性试验箱,SENS-005,温度漂移,温度突变 2.11℃，超过阈值 2℃（前值 22.97℃）,2026-06-17 23:41:49,2025-05-07T14:50:00.000Z,25.08,59.1,待处理,,,,否,
a_mqipth6e3e,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T14:45:00.000Z,4.33,56.9,待处理,,,,否,
a_mqipthkdd1,试剂保存室,SENS-002,温度越下限,温度 7.81℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T14:45:00.000Z,7.81,45.2,待处理,,,,否,
a_mqiptiem27,细胞培养箱,SENS-003,温度越上限,温度 36.92℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T14:45:00.000Z,36.92,93.1,待处理,,,,否,
a_mqiptieme7,细胞培养箱,SENS-003,湿度越上限,湿度 93.10% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T14:45:00.000Z,36.92,93.1,待处理,,,,否,
a_mqipth6eb8,一号冷库,SENS-001,温度越下限,温度 4.58℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T14:40:00.000Z,4.58,55.6,待处理,,,,否,
a_mqipthkdca,试剂保存室,SENS-002,温度越下限,温度 7.75℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T14:40:00.000Z,7.75,45.7,待处理,,,,否,
a_mqiptiela2,细胞培养箱,SENS-003,温度越上限,温度 37.27℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T14:40:00.000Z,37.27,94.5,待处理,,,,否,
a_mqiptielf2,细胞培养箱,SENS-003,湿度越上限,湿度 94.50% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T14:40:00.000Z,37.27,94.5,待处理,,,,否,
a_mqiptij404,稳定性试验箱,SENS-005,温度漂移,温度突变 4.88℃，超过阈值 2℃（前值 29.64℃）,2026-06-17 23:41:49,2025-05-07T14:40:00.000Z,24.76,59.5,待处理,,,,否,
a_mqipth6ee2,一号冷库,SENS-001,温度越下限,温度 4.13℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T14:35:00.000Z,4.13,53.1,待处理,,,,否,
a_mqipthkc2f,试剂保存室,SENS-002,温度越下限,温度 7.99℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T14:35:00.000Z,7.99,46.6,待处理,,,,否,
a_mqiptiek62,细胞培养箱,SENS-003,温度越上限,温度 36.84℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T14:35:00.000Z,36.84,93,待处理,,,,否,
a_mqiptiel7a,细胞培养箱,SENS-003,湿度越上限,湿度 93.00% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T14:35:00.000Z,36.84,93,待处理,,,,否,
a_mqiptij4e3,稳定性试验箱,SENS-005,温度漂移,温度突变 4.51℃，超过阈值 2℃（前值 25.13℃）,2026-06-17 23:41:49,2025-05-07T14:35:00.000Z,29.64,59.3,待处理,,,,否,
a_mqipth6ed8,一号冷库,SENS-001,温度越下限,温度 4.45℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T14:30:00.000Z,4.45,54.4,待处理,,,,否,
a_mqipthkcec,试剂保存室,SENS-002,温度越下限,温度 8.23℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T14:30:00.000Z,8.23,45.2,待处理,,,,否,
a_mqiptiek8c,细胞培养箱,SENS-003,温度越上限,温度 36.82℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T14:30:00.000Z,36.82,96.2,待处理,,,,否,
a_mqiptiek72,细胞培养箱,SENS-003,湿度越上限,湿度 96.20% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T14:30:00.000Z,36.82,96.2,待处理,,,,否,
a_mqipth6e16,一号冷库,SENS-001,温度越下限,温度 4.76℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T14:25:00.000Z,4.76,54.1,待处理,,,,否,
a_mqipthkcf6,试剂保存室,SENS-002,温度越下限,温度 7.77℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T14:25:00.000Z,7.77,45.9,待处理,,,,否,
a_mqiptiek2f,细胞培养箱,SENS-003,温度越上限,温度 36.97℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T14:25:00.000Z,36.97,93.3,待处理,,,,否,
a_mqiptiek94,细胞培养箱,SENS-003,湿度越上限,湿度 93.30% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T14:25:00.000Z,36.97,93.3,待处理,,,,否,
a_mqipth6ed2,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T14:20:00.000Z,4.88,53.4,待处理,,,,否,
a_mqipthkc05,试剂保存室,SENS-002,温度越下限,温度 8.39℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T14:20:00.000Z,8.39,45,待处理,,,,否,
a_mqiptieja8,细胞培养箱,SENS-003,温度越上限,温度 36.83℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T14:20:00.000Z,36.83,96.2,待处理,,,,否,
a_mqiptiej77,细胞培养箱,SENS-003,湿度越上限,湿度 96.20% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T14:20:00.000Z,36.83,96.2,待处理,,,,否,
a_mqipth6e40,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T14:15:00.000Z,4.57,55.4,待处理,,,,否,
a_mqipthkcd0,试剂保存室,SENS-002,温度越下限,温度 8.10℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T14:15:00.000Z,8.1,46.1,待处理,,,,否,
a_mqiptieja7,细胞培养箱,SENS-003,温度越上限,温度 36.72℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T14:15:00.000Z,36.72,94.7,待处理,,,,否,
a_mqiptiejf3,细胞培养箱,SENS-003,湿度越上限,湿度 94.70% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T14:15:00.000Z,36.72,94.7,待处理,,,,否,
a_mqipth6d4f,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T14:10:00.000Z,4.32,55.7,待处理,,,,否,
a_mqipth6dd4,一号冷库,SENS-001,湿度漂移,湿度突变 19.10%，超过阈值 10%（前值 36.60%）,2026-06-17 23:41:47,2025-05-07T14:10:00.000Z,4.32,55.7,待处理,,,,否,
a_mqipthkcf4,试剂保存室,SENS-002,温度越下限,温度 8.23℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T14:10:00.000Z,8.23,46.5,待处理,,,,否,
a_mqipthkc14,试剂保存室,SENS-002,湿度漂移,湿度突变 16.30%，超过阈值 10%（前值 62.80%）,2026-06-17 23:41:48,2025-05-07T14:10:00.000Z,8.23,46.5,待处理,,,,否,
a_mqiptieic5,细胞培养箱,SENS-003,温度越上限,温度 36.83℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T14:10:00.000Z,36.83,95.1,待处理,,,,否,
a_mqiptiej71,细胞培养箱,SENS-003,湿度越上限,湿度 95.10% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T14:10:00.000Z,36.83,95.1,待处理,,,,否,
a_mqiptih289,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.60%，超过阈值 10%（前值 58.00%）,2026-06-17 23:41:49,2025-05-07T14:10:00.000Z,21.73,39.4,待处理,,,,否,
a_mqipth6d98,一号冷库,SENS-001,温度越下限,温度 4.42℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T14:05:00.000Z,4.42,36.6,待处理,,,,否,
a_mqipth6d2f,一号冷库,SENS-001,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 54.60%）,2026-06-17 23:41:47,2025-05-07T14:05:00.000Z,4.42,36.6,待处理,,,,否,
a_mqipthkc39,试剂保存室,SENS-002,温度越下限,温度 8.29℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T14:05:00.000Z,8.29,62.8,待处理,,,,否,
a_mqipthkc81,试剂保存室,SENS-002,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 44.80%）,2026-06-17 23:41:48,2025-05-07T14:05:00.000Z,8.29,62.8,待处理,,,,否,
a_mqiptieid9,细胞培养箱,SENS-003,温度越上限,温度 36.90℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T14:05:00.000Z,36.9,96.6,待处理,,,,否,
a_mqiptiei7d,细胞培养箱,SENS-003,湿度越上限,湿度 96.60% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T14:05:00.000Z,36.9,96.6,待处理,,,,否,
a_mqiptih238,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 40.00%）,2026-06-17 23:41:49,2025-05-07T14:05:00.000Z,22.03,58,待处理,,,,否,
a_mqipth6d50,一号冷库,SENS-001,温度越下限,温度 4.51℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T14:00:00.000Z,4.51,54.6,待处理,,,,否,
a_mqipthkb99,试剂保存室,SENS-002,温度越下限,温度 8.22℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T14:00:00.000Z,8.22,44.8,待处理,,,,否,
a_mqiptieh7e,细胞培养箱,SENS-003,温度越上限,温度 37.14℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T14:00:00.000Z,37.14,95.5,待处理,,,,否,
a_mqiptiei62,细胞培养箱,SENS-003,湿度越上限,湿度 95.50% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T14:00:00.000Z,37.14,95.5,待处理,,,,否,
a_mqipth6d13,一号冷库,SENS-001,温度越下限,温度 4.80℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T13:55:00.000Z,4.8,55.4,待处理,,,,否,
a_mqipthkb23,试剂保存室,SENS-002,温度越下限,温度 7.85℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T13:55:00.000Z,7.85,45.3,待处理,,,,否,
a_mqiptieh07,细胞培养箱,SENS-003,温度越上限,温度 37.40℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T13:55:00.000Z,37.4,94.6,待处理,,,,否,
a_mqiptieh2e,细胞培养箱,SENS-003,湿度越上限,湿度 94.60% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T13:55:00.000Z,37.4,94.6,待处理,,,,否,
a_mqiptij4e6,稳定性试验箱,SENS-005,湿度漂移,湿度突变 17.60%，超过阈值 10%（前值 78.00%）,2026-06-17 23:41:49,2025-05-07T13:55:00.000Z,24.77,60.4,待处理,,,,否,
a_mqipth6d90,一号冷库,SENS-001,温度越下限,温度 4.43℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T13:50:00.000Z,4.43,56.2,待处理,,,,否,
a_mqipthkbc7,试剂保存室,SENS-002,温度越下限,温度 8.01℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T13:50:00.000Z,8.01,46.9,待处理,,,,否,
a_mqiptiegf7,细胞培养箱,SENS-003,温度越上限,温度 36.78℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T13:50:00.000Z,36.78,93.1,待处理,,,,否,
a_mqiptiehd3,细胞培养箱,SENS-003,湿度越上限,湿度 93.10% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T13:50:00.000Z,36.78,93.1,待处理,,,,否,
a_mqiptiehe4,细胞培养箱,SENS-003,温度漂移,温度突变 3.31℃，超过阈值 2℃（前值 33.47℃）,2026-06-17 23:41:49,2025-05-07T13:50:00.000Z,36.78,93.1,待处理,,,,否,
a_mqiptij41a,稳定性试验箱,SENS-005,湿度越上限,湿度 78.00% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T13:50:00.000Z,24.87,78,待处理,,,,否,
a_mqiptij4b5,稳定性试验箱,SENS-005,湿度漂移,湿度突变 19.30%，超过阈值 10%（前值 58.70%）,2026-06-17 23:41:49,2025-05-07T13:50:00.000Z,24.87,78,待处理,,,,否,
a_mqipth6ca5,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-17 23:41:47,2025-05-07T13:45:00.000Z,4.46,55.1,待处理,,,,否,
a_mqipth6c2f,一号冷库,SENS-001,湿度漂移,湿度突变 18.10%，超过阈值 10%（前值 37.00%）,2026-06-17 23:41:47,2025-05-07T13:45:00.000Z,4.46,55.1,待处理,,,,否,
a_mqipthkb59,试剂保存室,SENS-002,温度越下限,温度 7.70℃ 低于下限 15℃,2026-06-17 23:41:48,2025-05-07T13:45:00.000Z,7.7,46.7,待处理,,,,否,
a_mqipthkba9,试剂保存室,SENS-002,湿度漂移,湿度突变 19.70%，超过阈值 10%（前值 27.00%）,2026-06-17 23:41:48,2025-05-07T13:45:00.000Z,7.7,46.7,待处理,,,,否,
a_mqiptieg46,细胞培养箱,SENS-003,温度越上限,温度 33.47℃ 超过上限 30℃,2026-06-17 23:41:49,2025-05-07T13:45:00.000Z,33.47,95.1,待处理,,,,否,
a_mqiptieg48,细胞培养箱,SENS-003,湿度越上限,湿度 95.10% 超过上限 70%,2026-06-17 23:41:49,2025-05-07T13:45:00.000Z,33.47,95.1,待处理,,,,否,
a_mqiptieg42,细胞培养箱,SENS-003,温度漂移,温度突变 3.75℃，超过阈值 2℃（前值 37.22℃）,2026-06-17 23:41:49,2025-05-07T13:45:00.000Z,33.47,95.1,待处理,,,,否,
a_mqiptih2f1,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.30%，超过阈值 10%（前值 22.00%）,2026-06-17 23:41:49,2025-05-07T13:45:00.000Z,22.35,40.3,待处理,,,,否,
