异常ID,传感器,传感器ID,类型,描述,检测时间,读数时间,温度,湿度,当前状态,处理人,处理原因,标注时间,是否回滚,回滚原因
a_mqirpjdh96,一号冷库,SENS-001,温度越下限,温度 4.84℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T13:40:00.000Z,4.84,37,待处理,,,,否,
a_mqirpjdh3e,一号冷库,SENS-001,湿度漂移,湿度突变 16.10%，超过阈值 10%（前值 53.10%）,2026-06-18 00:34:43,2025-05-07T13:40:00.000Z,4.84,37,待处理,,,,否,
a_mqirpjdh44,一号冷库,SENS-001,温度越下限,温度 4.35℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T13:35:00.000Z,4.35,53.1,待处理,,,,否,
a_mqirpjdh07,一号冷库,SENS-001,温度越下限,温度 4.22℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T13:30:00.000Z,4.22,55.6,待处理,,,,否,
a_mqirpjdg92,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T13:25:00.000Z,4.33,55.2,待处理,,,,否,
a_mqirpjdgee,一号冷库,SENS-001,温度越下限,温度 4.69℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T13:20:00.000Z,4.69,54.5,待处理,,,,否,
a_mqirpjdg5f,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T13:15:00.000Z,4.33,54.7,待处理,,,,否,
a_mqirpjdg3c,一号冷库,SENS-001,温度越下限,温度 4.61℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T13:10:00.000Z,4.61,55,待处理,,,,否,
a_mqirpjdfe3,一号冷库,SENS-001,温度越下限,温度 4.41℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T13:05:00.000Z,4.41,54.9,待处理,,,,否,
a_mqirpjdf69,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T13:00:00.000Z,4.52,55.1,待处理,,,,否,
a_mqirpjdf04,一号冷库,SENS-001,温度越下限,温度 4.62℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T12:55:00.000Z,4.62,53,待处理,,,,否,
a_mqirpjdf2a,一号冷库,SENS-001,温度越下限,温度 4.84℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T12:50:00.000Z,4.84,53.1,待处理,,,,否,
a_mqirpjdeab,一号冷库,SENS-001,温度越下限,温度 4.53℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T12:45:00.000Z,4.53,55.5,待处理,,,,否,
a_mqirpjde49,一号冷库,SENS-001,温度漂移,温度突变 3.25℃，超过阈值 2℃（前值 7.78℃）,2026-06-18 00:34:43,2025-05-07T12:45:00.000Z,4.53,55.5,待处理,,,,否,
a_mqirpjde96,一号冷库,SENS-001,温度越下限,温度 7.78℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T12:40:00.000Z,7.78,55.6,待处理,,,,否,
a_mqirpjdec6,一号冷库,SENS-001,温度漂移,温度突变 2.90℃，超过阈值 2℃（前值 4.88℃）,2026-06-18 00:34:43,2025-05-07T12:40:00.000Z,7.78,55.6,待处理,,,,否,
a_mqirpjdd62,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T12:35:00.000Z,4.88,54.5,待处理,,,,否,
a_mqirpjdefa,一号冷库,SENS-001,温度漂移,温度突变 3.77℃，超过阈值 2℃（前值 8.65℃）,2026-06-18 00:34:43,2025-05-07T12:35:00.000Z,4.88,54.5,待处理,,,,否,
a_mqirpjddb6,一号冷库,SENS-001,温度越下限,温度 8.65℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T12:30:00.000Z,8.65,54.3,待处理,,,,否,
a_mqirpjdd51,一号冷库,SENS-001,温度漂移,温度突变 4.20℃，超过阈值 2℃（前值 4.45℃）,2026-06-18 00:34:43,2025-05-07T12:30:00.000Z,8.65,54.3,待处理,,,,否,
a_mqirpjddbe,一号冷库,SENS-001,温度越下限,温度 4.45℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T12:25:00.000Z,4.45,54.1,待处理,,,,否,
a_mqirpjdc3f,一号冷库,SENS-001,温度越下限,温度 4.47℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T12:20:00.000Z,4.47,55.1,待处理,,,,否,
a_mqirpjdca8,一号冷库,SENS-001,温度越下限,温度 4.83℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T12:15:00.000Z,4.83,54.2,待处理,,,,否,
a_mqirpjdcf6,一号冷库,SENS-001,温度越下限,温度 4.50℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T12:10:00.000Z,4.5,54.8,待处理,,,,否,
a_mqirpjdcb4,一号冷库,SENS-001,温度越下限,温度 4.76℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T12:05:00.000Z,4.76,56.3,待处理,,,,否,
a_mqirpjdc8a,一号冷库,SENS-001,温度越下限,温度 4.79℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T12:00:00.000Z,4.79,55.5,待处理,,,,否,
a_mqirpjdc1d,一号冷库,SENS-001,温度越下限,温度 4.28℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T11:55:00.000Z,4.28,53.7,待处理,,,,否,
a_mqirpjdb82,一号冷库,SENS-001,温度越下限,温度 4.15℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T11:50:00.000Z,4.15,55.3,待处理,,,,否,
a_mqirpjdb42,一号冷库,SENS-001,湿度漂移,湿度突变 17.70%，超过阈值 10%（前值 73.00%）,2026-06-18 00:34:43,2025-05-07T11:50:00.000Z,4.15,55.3,待处理,,,,否,
a_mqirpjdae7,一号冷库,SENS-001,温度越下限,温度 4.56℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T11:45:00.000Z,4.56,73,待处理,,,,否,
a_mqirpjdb65,一号冷库,SENS-001,湿度越上限,湿度 73.00% 超过上限 70%,2026-06-18 00:34:43,2025-05-07T11:45:00.000Z,4.56,73,待处理,,,,否,
a_mqirpjdb00,一号冷库,SENS-001,湿度漂移,湿度突变 19.60%，超过阈值 10%（前值 53.40%）,2026-06-18 00:34:43,2025-05-07T11:45:00.000Z,4.56,73,待处理,,,,否,
a_mqirpjda66,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T11:40:00.000Z,4.32,53.4,待处理,,,,否,
a_mqirpjda8b,一号冷库,SENS-001,温度越下限,温度 4.78℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T11:35:00.000Z,4.78,54.7,待处理,,,,否,
a_mqirpjda59,一号冷库,SENS-001,温度越下限,温度 4.68℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T11:30:00.000Z,4.68,56.5,待处理,,,,否,
a_mqirpjda52,一号冷库,SENS-001,温度越下限,温度 4.35℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T11:25:00.000Z,4.35,56.6,待处理,,,,否,
a_mqirpjd9dd,一号冷库,SENS-001,温度越下限,温度 4.78℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T11:20:00.000Z,4.78,53.2,待处理,,,,否,
a_mqirpjd9ad,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T11:15:00.000Z,4.88,53.6,待处理,,,,否,
a_mqirpjd9bf,一号冷库,SENS-001,温度越下限,温度 4.10℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T11:10:00.000Z,4.1,54,待处理,,,,否,
a_mqirpjd972,一号冷库,SENS-001,温度越下限,温度 4.68℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T11:05:00.000Z,4.68,53.4,待处理,,,,否,
a_mqirpjd991,一号冷库,SENS-001,温度越下限,温度 4.10℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T11:00:00.000Z,4.1,54.7,待处理,,,,否,
a_mqirpjd8a5,一号冷库,SENS-001,温度越下限,温度 4.12℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T10:55:00.000Z,4.12,56.3,待处理,,,,否,
a_mqirpjd867,一号冷库,SENS-001,温度越下限,温度 4.21℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T10:50:00.000Z,4.21,54,待处理,,,,否,
a_mqirpjd874,一号冷库,SENS-001,温度越下限,温度 4.47℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T10:45:00.000Z,4.47,54.5,待处理,,,,否,
a_mqirpjd838,一号冷库,SENS-001,温度越下限,温度 4.13℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T10:40:00.000Z,4.13,54.1,待处理,,,,否,
a_mqirpjd718,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T10:35:00.000Z,4.72,53.7,待处理,,,,否,
a_mqirpjd7de,一号冷库,SENS-001,温度越下限,温度 4.11℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T10:30:00.000Z,4.11,55.5,待处理,,,,否,
a_mqirpjd71f,一号冷库,SENS-001,温度越下限,温度 4.66℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T10:25:00.000Z,4.66,54,待处理,,,,否,
a_mqirpjd7a1,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T10:20:00.000Z,4.33,55.2,待处理,,,,否,
a_mqirpjd7bb,一号冷库,SENS-001,温度越下限,温度 4.38℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T10:15:00.000Z,4.38,56.4,待处理,,,,否,
a_mqirpjd68c,一号冷库,SENS-001,温度越下限,温度 4.65℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T10:10:00.000Z,4.65,54.9,待处理,,,,否,
a_mqirpjd6f0,一号冷库,SENS-001,温度越下限,温度 4.38℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T10:05:00.000Z,4.38,53,待处理,,,,否,
a_mqirpjd6e9,一号冷库,SENS-001,温度越下限,温度 4.18℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T10:00:00.000Z,4.18,56.1,待处理,,,,否,
a_mqirpjd6ed,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T09:55:00.000Z,4.64,55.2,待处理,,,,否,
a_mqirpjd5b0,一号冷库,SENS-001,温度越下限,温度 4.60℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T09:50:00.000Z,4.6,53.9,待处理,,,,否,
a_mqirpjd5a5,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T09:45:00.000Z,4.88,57,待处理,,,,否,
a_mqirpjd598,一号冷库,SENS-001,温度漂移,温度突变 4.24℃，超过阈值 2℃（前值 0.64℃）,2026-06-18 00:34:43,2025-05-07T09:45:00.000Z,4.88,57,待处理,,,,否,
a_mqirpjd51f,一号冷库,SENS-001,温度越下限,温度 0.64℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T09:40:00.000Z,0.64,54.2,待处理,,,,否,
a_mqirpjd5a1,一号冷库,SENS-001,温度漂移,温度突变 3.63℃，超过阈值 2℃（前值 4.27℃）,2026-06-18 00:34:43,2025-05-07T09:40:00.000Z,0.64,54.2,待处理,,,,否,
a_mqirpjd42e,一号冷库,SENS-001,温度越下限,温度 4.27℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T09:35:00.000Z,4.27,56.1,待处理,,,,否,
a_mqirpjd439,一号冷库,SENS-001,温度越下限,温度 4.12℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T09:30:00.000Z,4.12,55.4,待处理,,,,否,
a_mqirpjd4b6,一号冷库,SENS-001,温度漂移,温度突变 4.42℃，超过阈值 2℃（前值 8.54℃）,2026-06-18 00:34:43,2025-05-07T09:30:00.000Z,4.12,55.4,待处理,,,,否,
a_mqirpjd44e,一号冷库,SENS-001,温度越下限,温度 8.54℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T09:25:00.000Z,8.54,55.7,待处理,,,,否,
a_mqirpjd41a,一号冷库,SENS-001,温度漂移,温度突变 3.90℃，超过阈值 2℃（前值 4.64℃）,2026-06-18 00:34:43,2025-05-07T09:25:00.000Z,8.54,55.7,待处理,,,,否,
a_mqirpjd3a9,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T09:20:00.000Z,4.64,53.3,待处理,,,,否,
a_mqirpjd3a2,一号冷库,SENS-001,温度越下限,温度 4.28℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T09:15:00.000Z,4.28,56,待处理,,,,否,
a_mqirpjd32c,一号冷库,SENS-001,温度越下限,温度 4.42℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T09:10:00.000Z,4.42,53.8,待处理,,,,否,
a_mqirpjd2df,一号冷库,SENS-001,温度越下限,温度 4.77℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T09:05:00.000Z,4.77,54.1,待处理,,,,否,
a_mqirpjd29d,一号冷库,SENS-001,温度越下限,温度 4.77℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T09:00:00.000Z,4.77,53.1,待处理,,,,否,
a_mqirpjd2ac,一号冷库,SENS-001,温度越下限,温度 4.25℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T08:55:00.000Z,4.25,53.7,待处理,,,,否,
a_mqirpjd1ac,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T08:50:00.000Z,4.72,54.9,待处理,,,,否,
a_mqirpjd199,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T08:45:00.000Z,4.72,55,待处理,,,,否,
a_mqirpjd19a,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T08:40:00.000Z,4.52,54,待处理,,,,否,
a_mqirpjd199,一号冷库,SENS-001,温度越下限,温度 4.22℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T08:35:00.000Z,4.22,54.3,待处理,,,,否,
a_mqirpjd19e,一号冷库,SENS-001,温度越下限,温度 4.66℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T08:30:00.000Z,4.66,56.5,待处理,,,,否,
a_mqirpjd058,一号冷库,SENS-001,温度越下限,温度 4.17℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T08:25:00.000Z,4.17,53.3,待处理,,,,否,
a_mqirpjd0c9,一号冷库,SENS-001,温度越下限,温度 4.60℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T08:20:00.000Z,4.6,55,待处理,,,,否,
a_mqirpjd08a,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T08:15:00.000Z,4.32,56.1,待处理,,,,否,
a_mqirpjd0f2,一号冷库,SENS-001,温度越下限,温度 4.51℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T08:10:00.000Z,4.51,54.4,待处理,,,,否,
a_mqirpjcz8b,一号冷库,SENS-001,温度越下限,温度 4.80℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T08:05:00.000Z,4.8,55.6,待处理,,,,否,
a_mqirpjcz90,一号冷库,SENS-001,温度越下限,温度 4.25℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T08:00:00.000Z,4.25,56.6,待处理,,,,否,
a_mqirpjcz23,一号冷库,SENS-001,温度越下限,温度 4.49℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T07:55:00.000Z,4.49,56,待处理,,,,否,
a_mqirpjcz49,一号冷库,SENS-001,温度越下限,温度 4.54℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T07:50:00.000Z,4.54,54.9,待处理,,,,否,
a_mqirpjcy22,一号冷库,SENS-001,温度越下限,温度 4.17℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T07:45:00.000Z,4.17,56.6,待处理,,,,否,
a_mqirpjcy53,一号冷库,SENS-001,温度越下限,温度 4.65℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T07:40:00.000Z,4.65,56.5,待处理,,,,否,
a_mqirpjcy9f,一号冷库,SENS-001,温度越下限,温度 4.36℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T07:35:00.000Z,4.36,55.5,待处理,,,,否,
a_mqirpjcwd6,一号冷库,SENS-001,温度越下限,温度 4.61℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T07:30:00.000Z,4.61,54.8,待处理,,,,否,
a_mqirpjck8a,一号冷库,SENS-001,温度越下限,温度 4.70℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T07:25:00.000Z,4.7,54.9,待处理,,,,否,
a_mqirpjck98,一号冷库,SENS-001,温度越下限,温度 4.80℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T07:20:00.000Z,4.8,56,待处理,,,,否,
a_mqirpjck5b,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T07:15:00.000Z,4.52,53.8,待处理,,,,否,
a_mqirpjcjfe,一号冷库,SENS-001,温度越下限,温度 4.40℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T07:10:00.000Z,4.4,53.6,待处理,,,,否,
a_mqirpjcj5c,一号冷库,SENS-001,温度越下限,温度 4.79℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T07:05:00.000Z,4.79,55.2,待处理,,,,否,
a_mqirpjcj17,一号冷库,SENS-001,温度越下限,温度 4.41℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T07:00:00.000Z,4.41,56.4,待处理,,,,否,
a_mqirpjci2f,一号冷库,SENS-001,温度越下限,温度 4.26℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T06:55:00.000Z,4.26,55.4,待处理,,,,否,
a_mqirpjcj14,一号冷库,SENS-001,湿度漂移,湿度突变 17.60%，超过阈值 10%（前值 73.00%）,2026-06-18 00:34:43,2025-05-07T06:55:00.000Z,4.26,55.4,待处理,,,,否,
a_mqirpjcia8,一号冷库,SENS-001,温度越下限,温度 4.86℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T06:50:00.000Z,4.86,73,待处理,,,,否,
a_mqirpjci9e,一号冷库,SENS-001,湿度越上限,湿度 73.00% 超过上限 70%,2026-06-18 00:34:43,2025-05-07T06:50:00.000Z,4.86,73,待处理,,,,否,
a_mqirpjci1c,一号冷库,SENS-001,湿度漂移,湿度突变 19.90%，超过阈值 10%（前值 53.10%）,2026-06-18 00:34:43,2025-05-07T06:50:00.000Z,4.86,73,待处理,,,,否,
a_mqirpjcid7,一号冷库,SENS-001,温度越下限,温度 4.83℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T06:45:00.000Z,4.83,53.1,待处理,,,,否,
a_mqirpjch37,一号冷库,SENS-001,温度越下限,温度 4.83℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T06:40:00.000Z,4.83,55,待处理,,,,否,
a_mqirpjch41,一号冷库,SENS-001,温度越下限,温度 4.74℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T06:35:00.000Z,4.74,56,待处理,,,,否,
a_mqirpjcha3,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T06:30:00.000Z,4.72,54.7,待处理,,,,否,
a_mqirpjcg80,一号冷库,SENS-001,温度越下限,温度 4.23℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T06:25:00.000Z,4.23,54.9,待处理,,,,否,
a_mqirpjch5b,一号冷库,SENS-001,温度漂移,温度突变 4.82℃，超过阈值 2℃（前值 9.05℃）,2026-06-18 00:34:43,2025-05-07T06:25:00.000Z,4.23,54.9,待处理,,,,否,
a_mqirpjcgc2,一号冷库,SENS-001,温度越下限,温度 9.05℃ 低于下限 15℃,2026-06-18 00:34:43,2025-05-07T06:20:00.000Z,9.05,53.4,待处理,,,,否,
a_mqirpjcgfc,一号冷库,SENS-001,温度漂移,温度突变 4.76℃，超过阈值 2℃（前值 4.29℃）,2026-06-18 00:34:43,2025-05-07T06:20:00.000Z,9.05,53.4,待处理,,,,否,
