异常ID,传感器,传感器ID,类型,描述,检测时间,读数时间,温度,湿度,当前状态,处理人,处理原因,标注时间,是否回滚,回滚原因
a_mqj73zwh79,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-18 07:45:52,2025-05-07T15:00:00.000Z,4.46,56.3,待处理,,,,否,
a_mqj73zwh40,一号冷库,SENS-001,温度越下限,温度 4.84℃ 低于下限 15℃,2026-06-18 07:45:52,2025-05-07T14:55:00.000Z,4.84,53.5,待处理,,,,否,
a_mqj73zwga6,一号冷库,SENS-001,温度越下限,温度 4.54℃ 低于下限 15℃,2026-06-18 07:45:52,2025-05-07T14:50:00.000Z,4.54,55.5,待处理,,,,否,
a_mqj73zwg4c,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-18 07:45:52,2025-05-07T14:45:00.000Z,4.33,56.9,待处理,,,,否,
a_mqj73zwg5d,一号冷库,SENS-001,温度越下限,温度 4.58℃ 低于下限 15℃,2026-06-18 07:45:52,2025-05-07T14:40:00.000Z,4.58,55.6,待处理,,,,否,
a_mqj73zwg70,一号冷库,SENS-001,温度越下限,温度 4.13℃ 低于下限 15℃,2026-06-18 07:45:52,2025-05-07T14:35:00.000Z,4.13,53.1,待处理,,,,否,
a_mqj73zwf14,一号冷库,SENS-001,温度越下限,温度 4.45℃ 低于下限 15℃,2026-06-18 07:45:52,2025-05-07T14:30:00.000Z,4.45,54.4,待处理,,,,否,
a_mqj73zwf1f,一号冷库,SENS-001,温度越下限,温度 4.76℃ 低于下限 15℃,2026-06-18 07:45:52,2025-05-07T14:25:00.000Z,4.76,54.1,待处理,,,,否,
a_mqj73zwfb0,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-18 07:45:52,2025-05-07T14:20:00.000Z,4.88,53.4,待处理,,,,否,
a_mqj73zwf0c,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-18 07:45:52,2025-05-07T14:15:00.000Z,4.57,55.4,待处理,,,,否,
a_mqj73zwe1a,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-18 07:45:52,2025-05-07T14:10:00.000Z,4.32,55.7,待处理,,,,否,
a_mqj73zwe5e,一号冷库,SENS-001,湿度漂移,湿度突变 19.10%，超过阈值 10%（前值 36.60%）,2026-06-18 07:45:52,2025-05-07T14:10:00.000Z,4.32,55.7,待处理,,,,否,
a_mqj73zweca,一号冷库,SENS-001,温度越下限,温度 4.42℃ 低于下限 15℃,2026-06-18 07:45:52,2025-05-07T14:05:00.000Z,4.42,36.6,待处理,,,,否,
a_mqj73zwebe,一号冷库,SENS-001,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 54.60%）,2026-06-18 07:45:52,2025-05-07T14:05:00.000Z,4.42,36.6,待处理,,,,否,
a_mqj73zwd05,一号冷库,SENS-001,温度越下限,温度 4.51℃ 低于下限 15℃,2026-06-18 07:45:52,2025-05-07T14:00:00.000Z,4.51,54.6,待处理,,,,否,
a_mqj73zwdc3,一号冷库,SENS-001,温度越下限,温度 4.80℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T13:55:00.000Z,4.8,55.4,待处理,,,,否,
a_mqj73zwd94,一号冷库,SENS-001,温度越下限,温度 4.43℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T13:50:00.000Z,4.43,56.2,待处理,,,,否,
a_mqj73zwc21,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T13:45:00.000Z,4.46,55.1,待处理,,,,否,
a_mqj73zwd8f,一号冷库,SENS-001,湿度漂移,湿度突变 18.10%，超过阈值 10%（前值 37.00%）,2026-06-18 07:45:51,2025-05-07T13:45:00.000Z,4.46,55.1,待处理,,,,否,
a_mqj73zwca6,一号冷库,SENS-001,温度越下限,温度 4.84℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T13:40:00.000Z,4.84,37,待处理,,,,否,
a_mqj73zwcd1,一号冷库,SENS-001,湿度漂移,湿度突变 16.10%，超过阈值 10%（前值 53.10%）,2026-06-18 07:45:51,2025-05-07T13:40:00.000Z,4.84,37,待处理,,,,否,
a_mqj73zwc9c,一号冷库,SENS-001,温度越下限,温度 4.35℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T13:35:00.000Z,4.35,53.1,待处理,,,,否,
a_mqj73zwcfa,一号冷库,SENS-001,温度越下限,温度 4.22℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T13:30:00.000Z,4.22,55.6,待处理,,,,否,
a_mqj73zwccc,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T13:25:00.000Z,4.33,55.2,待处理,,,,否,
a_mqj73zwb70,一号冷库,SENS-001,温度越下限,温度 4.69℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T13:20:00.000Z,4.69,54.5,待处理,,,,否,
a_mqj73zwbca,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T13:15:00.000Z,4.33,54.7,待处理,,,,否,
a_mqj73zwb92,一号冷库,SENS-001,温度越下限,温度 4.61℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T13:10:00.000Z,4.61,55,待处理,,,,否,
a_mqj73zwb86,一号冷库,SENS-001,温度越下限,温度 4.41℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T13:05:00.000Z,4.41,54.9,待处理,,,,否,
a_mqj73zwa03,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T13:00:00.000Z,4.52,55.1,待处理,,,,否,
a_mqj73zwa73,一号冷库,SENS-001,温度越下限,温度 4.62℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T12:55:00.000Z,4.62,53,待处理,,,,否,
a_mqj73zwa53,一号冷库,SENS-001,温度越下限,温度 4.84℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T12:50:00.000Z,4.84,53.1,待处理,,,,否,
a_mqj73zwa76,一号冷库,SENS-001,温度越下限,温度 4.53℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T12:45:00.000Z,4.53,55.5,待处理,,,,否,
a_mqj73zwa92,一号冷库,SENS-001,温度漂移,温度突变 3.25℃，超过阈值 2℃（前值 7.78℃）,2026-06-18 07:45:51,2025-05-07T12:45:00.000Z,4.53,55.5,待处理,,,,否,
a_mqj73zw973,一号冷库,SENS-001,温度越下限,温度 7.78℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T12:40:00.000Z,7.78,55.6,待处理,,,,否,
a_mqj73zw914,一号冷库,SENS-001,温度漂移,温度突变 2.90℃，超过阈值 2℃（前值 4.88℃）,2026-06-18 07:45:51,2025-05-07T12:40:00.000Z,7.78,55.6,待处理,,,,否,
a_mqj73zw908,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T12:35:00.000Z,4.88,54.5,待处理,,,,否,
a_mqj73zw995,一号冷库,SENS-001,温度漂移,温度突变 3.77℃，超过阈值 2℃（前值 8.65℃）,2026-06-18 07:45:51,2025-05-07T12:35:00.000Z,4.88,54.5,待处理,,,,否,
a_mqj73zw87d,一号冷库,SENS-001,温度越下限,温度 8.65℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T12:30:00.000Z,8.65,54.3,待处理,,,,否,
a_mqj73zw88d,一号冷库,SENS-001,温度漂移,温度突变 4.20℃，超过阈值 2℃（前值 4.45℃）,2026-06-18 07:45:51,2025-05-07T12:30:00.000Z,8.65,54.3,待处理,,,,否,
a_mqj73zw8c4,一号冷库,SENS-001,温度越下限,温度 4.45℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T12:25:00.000Z,4.45,54.1,待处理,,,,否,
a_mqj73zw8b6,一号冷库,SENS-001,温度越下限,温度 4.47℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T12:20:00.000Z,4.47,55.1,待处理,,,,否,
a_mqj73zw83b,一号冷库,SENS-001,温度越下限,温度 4.83℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T12:15:00.000Z,4.83,54.2,待处理,,,,否,
a_mqj73zw7e8,一号冷库,SENS-001,温度越下限,温度 4.50℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T12:10:00.000Z,4.5,54.8,待处理,,,,否,
a_mqj73zw799,一号冷库,SENS-001,温度越下限,温度 4.76℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T12:05:00.000Z,4.76,56.3,待处理,,,,否,
a_mqj73zw71d,一号冷库,SENS-001,温度越下限,温度 4.79℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T12:00:00.000Z,4.79,55.5,待处理,,,,否,
a_mqj73zw7b0,一号冷库,SENS-001,温度越下限,温度 4.28℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T11:55:00.000Z,4.28,53.7,待处理,,,,否,
a_mqj73zw670,一号冷库,SENS-001,温度越下限,温度 4.15℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T11:50:00.000Z,4.15,55.3,待处理,,,,否,
a_mqj73zw748,一号冷库,SENS-001,湿度漂移,湿度突变 17.70%，超过阈值 10%（前值 73.00%）,2026-06-18 07:45:51,2025-05-07T11:50:00.000Z,4.15,55.3,待处理,,,,否,
a_mqj73zw6fb,一号冷库,SENS-001,温度越下限,温度 4.56℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T11:45:00.000Z,4.56,73,待处理,,,,否,
a_mqj73zw648,一号冷库,SENS-001,湿度越上限,湿度 73.00% 超过上限 70%,2026-06-18 07:45:51,2025-05-07T11:45:00.000Z,4.56,73,待处理,,,,否,
a_mqj73zw689,一号冷库,SENS-001,湿度漂移,湿度突变 19.60%，超过阈值 10%（前值 53.40%）,2026-06-18 07:45:51,2025-05-07T11:45:00.000Z,4.56,73,待处理,,,,否,
a_mqj73zw573,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T11:40:00.000Z,4.32,53.4,待处理,,,,否,
a_mqj73zw562,一号冷库,SENS-001,温度越下限,温度 4.78℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T11:35:00.000Z,4.78,54.7,待处理,,,,否,
a_mqj73zw598,一号冷库,SENS-001,温度越下限,温度 4.68℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T11:30:00.000Z,4.68,56.5,待处理,,,,否,
a_mqj73zw5d6,一号冷库,SENS-001,温度越下限,温度 4.35℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T11:25:00.000Z,4.35,56.6,待处理,,,,否,
a_mqj73zw574,一号冷库,SENS-001,温度越下限,温度 4.78℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T11:20:00.000Z,4.78,53.2,待处理,,,,否,
a_mqj73zw4de,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T11:15:00.000Z,4.88,53.6,待处理,,,,否,
a_mqj73zw4f7,一号冷库,SENS-001,温度越下限,温度 4.10℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T11:10:00.000Z,4.1,54,待处理,,,,否,
a_mqj73zw4c1,一号冷库,SENS-001,温度越下限,温度 4.68℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T11:05:00.000Z,4.68,53.4,待处理,,,,否,
a_mqj73zw4af,一号冷库,SENS-001,温度越下限,温度 4.10℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T11:00:00.000Z,4.1,54.7,待处理,,,,否,
a_mqj73zw4f2,一号冷库,SENS-001,温度越下限,温度 4.12℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T10:55:00.000Z,4.12,56.3,待处理,,,,否,
a_mqj73zw390,一号冷库,SENS-001,温度越下限,温度 4.21℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T10:50:00.000Z,4.21,54,待处理,,,,否,
a_mqj73zw356,一号冷库,SENS-001,温度越下限,温度 4.47℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T10:45:00.000Z,4.47,54.5,待处理,,,,否,
a_mqj73zw3d0,一号冷库,SENS-001,温度越下限,温度 4.13℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T10:40:00.000Z,4.13,54.1,待处理,,,,否,
a_mqj73zw3a7,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T10:35:00.000Z,4.72,53.7,待处理,,,,否,
a_mqj73zw26e,一号冷库,SENS-001,温度越下限,温度 4.11℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T10:30:00.000Z,4.11,55.5,待处理,,,,否,
a_mqj73zw2ce,一号冷库,SENS-001,温度越下限,温度 4.66℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T10:25:00.000Z,4.66,54,待处理,,,,否,
a_mqj73zw281,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T10:20:00.000Z,4.33,55.2,待处理,,,,否,
a_mqj73zw246,一号冷库,SENS-001,温度越下限,温度 4.38℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T10:15:00.000Z,4.38,56.4,待处理,,,,否,
a_mqj73zw28d,一号冷库,SENS-001,温度越下限,温度 4.65℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T10:10:00.000Z,4.65,54.9,待处理,,,,否,
a_mqj73zw16d,一号冷库,SENS-001,温度越下限,温度 4.38℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T10:05:00.000Z,4.38,53,待处理,,,,否,
a_mqj73zw11b,一号冷库,SENS-001,温度越下限,温度 4.18℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T10:00:00.000Z,4.18,56.1,待处理,,,,否,
a_mqj73zw178,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T09:55:00.000Z,4.64,55.2,待处理,,,,否,
a_mqj73zw17d,一号冷库,SENS-001,温度越下限,温度 4.60℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T09:50:00.000Z,4.6,53.9,待处理,,,,否,
a_mqj73zw08b,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T09:45:00.000Z,4.88,57,待处理,,,,否,
a_mqj73zw12a,一号冷库,SENS-001,温度漂移,温度突变 4.24℃，超过阈值 2℃（前值 0.64℃）,2026-06-18 07:45:51,2025-05-07T09:45:00.000Z,4.88,57,待处理,,,,否,
a_mqj73zw015,一号冷库,SENS-001,温度越下限,温度 0.64℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T09:40:00.000Z,0.64,54.2,待处理,,,,否,
a_mqj73zw09f,一号冷库,SENS-001,温度漂移,温度突变 3.63℃，超过阈值 2℃（前值 4.27℃）,2026-06-18 07:45:51,2025-05-07T09:40:00.000Z,0.64,54.2,待处理,,,,否,
a_mqj73zw0f3,一号冷库,SENS-001,温度越下限,温度 4.27℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T09:35:00.000Z,4.27,56.1,待处理,,,,否,
a_mqj73zw004,一号冷库,SENS-001,温度越下限,温度 4.12℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T09:30:00.000Z,4.12,55.4,待处理,,,,否,
a_mqj73zw0d2,一号冷库,SENS-001,温度漂移,温度突变 4.42℃，超过阈值 2℃（前值 8.54℃）,2026-06-18 07:45:51,2025-05-07T09:30:00.000Z,4.12,55.4,待处理,,,,否,
a_mqj73zvz0e,一号冷库,SENS-001,温度越下限,温度 8.54℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T09:25:00.000Z,8.54,55.7,待处理,,,,否,
a_mqj73zvz6a,一号冷库,SENS-001,温度漂移,温度突变 3.90℃，超过阈值 2℃（前值 4.64℃）,2026-06-18 07:45:51,2025-05-07T09:25:00.000Z,8.54,55.7,待处理,,,,否,
a_mqj73zvz7f,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T09:20:00.000Z,4.64,53.3,待处理,,,,否,
a_mqj73zvz3f,一号冷库,SENS-001,温度越下限,温度 4.28℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T09:15:00.000Z,4.28,56,待处理,,,,否,
a_mqj73zvzfa,一号冷库,SENS-001,温度越下限,温度 4.42℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T09:10:00.000Z,4.42,53.8,待处理,,,,否,
a_mqj73zvy64,一号冷库,SENS-001,温度越下限,温度 4.77℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T09:05:00.000Z,4.77,54.1,待处理,,,,否,
a_mqj73zvya9,一号冷库,SENS-001,温度越下限,温度 4.77℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T09:00:00.000Z,4.77,53.1,待处理,,,,否,
a_mqj73zvy2c,一号冷库,SENS-001,温度越下限,温度 4.25℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T08:55:00.000Z,4.25,53.7,待处理,,,,否,
a_mqj73zvy77,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T08:50:00.000Z,4.72,54.9,待处理,,,,否,
a_mqj73zvx89,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T08:45:00.000Z,4.72,55,待处理,,,,否,
a_mqj73zvx76,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T08:40:00.000Z,4.52,54,待处理,,,,否,
a_mqj73zvx82,一号冷库,SENS-001,温度越下限,温度 4.22℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T08:35:00.000Z,4.22,54.3,待处理,,,,否,
a_mqj73zvx8c,一号冷库,SENS-001,温度越下限,温度 4.66℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T08:30:00.000Z,4.66,56.5,待处理,,,,否,
a_mqj73zvxd2,一号冷库,SENS-001,温度越下限,温度 4.17℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T08:25:00.000Z,4.17,53.3,待处理,,,,否,
a_mqj73zvw88,一号冷库,SENS-001,温度越下限,温度 4.60℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T08:20:00.000Z,4.6,55,待处理,,,,否,
a_mqj73zvwdf,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T08:15:00.000Z,4.32,56.1,待处理,,,,否,
a_mqj73zvw01,一号冷库,SENS-001,温度越下限,温度 4.51℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T08:10:00.000Z,4.51,54.4,待处理,,,,否,
a_mqj73zvw50,一号冷库,SENS-001,温度越下限,温度 4.80℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T08:05:00.000Z,4.8,55.6,待处理,,,,否,
a_mqj73zvw52,一号冷库,SENS-001,温度越下限,温度 4.25℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T08:00:00.000Z,4.25,56.6,待处理,,,,否,
a_mqj73zvvce,一号冷库,SENS-001,温度越下限,温度 4.49℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T07:55:00.000Z,4.49,56,待处理,,,,否,
a_mqj73zvv98,一号冷库,SENS-001,温度越下限,温度 4.54℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T07:50:00.000Z,4.54,54.9,待处理,,,,否,
a_mqj73zvv87,一号冷库,SENS-001,温度越下限,温度 4.17℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T07:45:00.000Z,4.17,56.6,待处理,,,,否,
a_mqj73zvvd2,一号冷库,SENS-001,温度越下限,温度 4.65℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T07:40:00.000Z,4.65,56.5,待处理,,,,否,
a_mqj73zvvbe,一号冷库,SENS-001,温度越下限,温度 4.36℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T07:35:00.000Z,4.36,55.5,待处理,,,,否,
a_mqj73zvu76,一号冷库,SENS-001,温度越下限,温度 4.61℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T07:30:00.000Z,4.61,54.8,待处理,,,,否,
a_mqj73zvu16,一号冷库,SENS-001,温度越下限,温度 4.70℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T07:25:00.000Z,4.7,54.9,待处理,,,,否,
a_mqj73zvu0e,一号冷库,SENS-001,温度越下限,温度 4.80℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T07:20:00.000Z,4.8,56,待处理,,,,否,
a_mqj73zvu10,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T07:15:00.000Z,4.52,53.8,待处理,,,,否,
a_mqj73zvt0b,一号冷库,SENS-001,温度越下限,温度 4.40℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T07:10:00.000Z,4.4,53.6,待处理,,,,否,
a_mqj73zvt5a,一号冷库,SENS-001,温度越下限,温度 4.79℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T07:05:00.000Z,4.79,55.2,待处理,,,,否,
a_mqj73zvta4,一号冷库,SENS-001,温度越下限,温度 4.41℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T07:00:00.000Z,4.41,56.4,待处理,,,,否,
a_mqj73zvtd1,一号冷库,SENS-001,温度越下限,温度 4.26℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T06:55:00.000Z,4.26,55.4,待处理,,,,否,
a_mqj73zvtee,一号冷库,SENS-001,湿度漂移,湿度突变 17.60%，超过阈值 10%（前值 73.00%）,2026-06-18 07:45:51,2025-05-07T06:55:00.000Z,4.26,55.4,待处理,,,,否,
a_mqj73zvs68,一号冷库,SENS-001,温度越下限,温度 4.86℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T06:50:00.000Z,4.86,73,待处理,,,,否,
a_mqj73zvs1f,一号冷库,SENS-001,湿度越上限,湿度 73.00% 超过上限 70%,2026-06-18 07:45:51,2025-05-07T06:50:00.000Z,4.86,73,待处理,,,,否,
a_mqj73zvs39,一号冷库,SENS-001,湿度漂移,湿度突变 19.90%，超过阈值 10%（前值 53.10%）,2026-06-18 07:45:51,2025-05-07T06:50:00.000Z,4.86,73,待处理,,,,否,
a_mqj73zvsaa,一号冷库,SENS-001,温度越下限,温度 4.83℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T06:45:00.000Z,4.83,53.1,待处理,,,,否,
a_mqj73zvr6d,一号冷库,SENS-001,温度越下限,温度 4.83℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T06:40:00.000Z,4.83,55,待处理,,,,否,
a_mqj73zvrd1,一号冷库,SENS-001,温度越下限,温度 4.74℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T06:35:00.000Z,4.74,56,待处理,,,,否,
a_mqj73zvfd2,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T06:30:00.000Z,4.72,54.7,待处理,,,,否,
a_mqj73zvf4b,一号冷库,SENS-001,温度越下限,温度 4.23℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T06:25:00.000Z,4.23,54.9,待处理,,,,否,
a_mqj73zvf3a,一号冷库,SENS-001,温度漂移,温度突变 4.82℃，超过阈值 2℃（前值 9.05℃）,2026-06-18 07:45:51,2025-05-07T06:25:00.000Z,4.23,54.9,待处理,,,,否,
a_mqj73zve24,一号冷库,SENS-001,温度越下限,温度 9.05℃ 低于下限 15℃,2026-06-18 07:45:51,2025-05-07T06:20:00.000Z,9.05,53.4,待处理,,,,否,
a_mqj73zvea5,一号冷库,SENS-001,温度漂移,温度突变 4.76℃，超过阈值 2℃（前值 4.29℃）,2026-06-18 07:45:51,2025-05-07T06:20:00.000Z,9.05,53.4,待处理,,,,否,
