异常ID,传感器,传感器ID,类型,描述,检测时间,读数时间,温度,湿度,当前状态,处理人,处理原因,标注时间,是否回滚,回滚原因
a_mqiq3cara2,一号冷库,SENS-001,温度越下限,温度 4.26℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T15:20:00.000Z,4.26,53.4,待处理,,,,否,
a_mqiq3cpxad,试剂保存室,SENS-002,温度越下限,温度 8.33℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T15:20:00.000Z,8.33,44.6,待处理,,,,否,
a_mqiq3dfrb9,细胞培养箱,SENS-003,温度越上限,温度 36.83℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T15:20:00.000Z,36.83,96.6,待处理,,,,否,
a_mqiq3dfr0f,细胞培养箱,SENS-003,湿度越上限,湿度 96.60% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T15:20:00.000Z,36.83,96.6,待处理,,,,否,
a_mqiq3car6d,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T15:15:00.000Z,4.32,53.9,待处理,,,,否,
a_mqiq3cpw6a,试剂保存室,SENS-002,温度越下限,温度 8.04℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T15:15:00.000Z,8.04,45,待处理,,,,否,
a_mqiq3dfre5,细胞培养箱,SENS-003,温度越上限,温度 37.35℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T15:15:00.000Z,37.35,94.9,待处理,,,,否,
a_mqiq3dfr01,细胞培养箱,SENS-003,湿度越上限,湿度 94.90% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T15:15:00.000Z,37.35,94.9,待处理,,,,否,
a_mqiq3cared,一号冷库,SENS-001,温度越下限,温度 4.19℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T15:10:00.000Z,4.19,53.2,待处理,,,,否,
a_mqiq3cpw09,试剂保存室,SENS-002,温度越下限,温度 7.68℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T15:10:00.000Z,7.68,44,待处理,,,,否,
a_mqiq3dfrb5,细胞培养箱,SENS-003,温度越上限,温度 37.06℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T15:10:00.000Z,37.06,95.6,待处理,,,,否,
a_mqiq3dfrf3,细胞培养箱,SENS-003,湿度越上限,湿度 95.60% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T15:10:00.000Z,37.06,95.6,待处理,,,,否,
a_mqiq3car4e,一号冷库,SENS-001,温度越下限,温度 4.76℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T15:05:00.000Z,4.76,53.8,待处理,,,,否,
a_mqiq3cpw06,试剂保存室,SENS-002,温度越下限,温度 7.69℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T15:05:00.000Z,7.69,43.1,待处理,,,,否,
a_mqiq3dfqa2,细胞培养箱,SENS-003,温度越上限,温度 37.37℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T15:05:00.000Z,37.37,95.9,待处理,,,,否,
a_mqiq3dfrbe,细胞培养箱,SENS-003,湿度越上限,湿度 95.90% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T15:05:00.000Z,37.37,95.9,待处理,,,,否,
a_mqiq3care8,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T15:00:00.000Z,4.46,56.3,待处理,,,,否,
a_mqiq3cpw93,试剂保存室,SENS-002,温度越下限,温度 7.93℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T15:00:00.000Z,7.93,43.3,待处理,,,,否,
a_mqiq3dfq52,细胞培养箱,SENS-003,温度越上限,温度 37.27℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T15:00:00.000Z,37.27,94.9,待处理,,,,否,
a_mqiq3dfq45,细胞培养箱,SENS-003,湿度越上限,湿度 94.90% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T15:00:00.000Z,37.27,94.9,待处理,,,,否,
a_mqiq3car64,一号冷库,SENS-001,温度越下限,温度 4.84℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T14:55:00.000Z,4.84,53.5,待处理,,,,否,
a_mqiq3cpwc7,试剂保存室,SENS-002,温度越下限,温度 7.63℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T14:55:00.000Z,7.63,43.3,待处理,,,,否,
a_mqiq3dfq00,细胞培养箱,SENS-003,温度越上限,温度 37.22℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T14:55:00.000Z,37.22,96.2,待处理,,,,否,
a_mqiq3dfqca,细胞培养箱,SENS-003,湿度越上限,湿度 96.20% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T14:55:00.000Z,37.22,96.2,待处理,,,,否,
a_mqiq3car3b,一号冷库,SENS-001,温度越下限,温度 4.54℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T14:50:00.000Z,4.54,55.5,待处理,,,,否,
a_mqiq3cpwfb,试剂保存室,SENS-002,温度越下限,温度 8.20℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T14:50:00.000Z,8.2,44.2,待处理,,,,否,
a_mqiq3dfq53,细胞培养箱,SENS-003,温度越上限,温度 37.20℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T14:50:00.000Z,37.2,96.5,待处理,,,,否,
a_mqiq3dfq1e,细胞培养箱,SENS-003,湿度越上限,湿度 96.50% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T14:50:00.000Z,37.2,96.5,待处理,,,,否,
a_mqiq3dkq9f,稳定性试验箱,SENS-005,温度漂移,温度突变 2.11℃，超过阈值 2℃（前值 22.97℃）,2026-06-17 23:49:29,2025-05-07T14:50:00.000Z,25.08,59.1,待处理,,,,否,
a_mqiq3care9,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T14:45:00.000Z,4.33,56.9,待处理,,,,否,
a_mqiq3cpvca,试剂保存室,SENS-002,温度越下限,温度 7.81℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T14:45:00.000Z,7.81,45.2,待处理,,,,否,
a_mqiq3dfq59,细胞培养箱,SENS-003,温度越上限,温度 36.92℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T14:45:00.000Z,36.92,93.1,待处理,,,,否,
a_mqiq3dfq25,细胞培养箱,SENS-003,湿度越上限,湿度 93.10% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T14:45:00.000Z,36.92,93.1,待处理,,,,否,
a_mqiq3caq22,一号冷库,SENS-001,温度越下限,温度 4.58℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T14:40:00.000Z,4.58,55.6,待处理,,,,否,
a_mqiq3cpv2d,试剂保存室,SENS-002,温度越下限,温度 7.75℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T14:40:00.000Z,7.75,45.7,待处理,,,,否,
a_mqiq3dfp1c,细胞培养箱,SENS-003,温度越上限,温度 37.27℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T14:40:00.000Z,37.27,94.5,待处理,,,,否,
a_mqiq3dfpdf,细胞培养箱,SENS-003,湿度越上限,湿度 94.50% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T14:40:00.000Z,37.27,94.5,待处理,,,,否,
a_mqiq3dkq3d,稳定性试验箱,SENS-005,温度漂移,温度突变 4.88℃，超过阈值 2℃（前值 29.64℃）,2026-06-17 23:49:29,2025-05-07T14:40:00.000Z,24.76,59.5,待处理,,,,否,
a_mqiq3caq4b,一号冷库,SENS-001,温度越下限,温度 4.13℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T14:35:00.000Z,4.13,53.1,待处理,,,,否,
a_mqiq3cpvd6,试剂保存室,SENS-002,温度越下限,温度 7.99℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T14:35:00.000Z,7.99,46.6,待处理,,,,否,
a_mqiq3dfp6e,细胞培养箱,SENS-003,温度越上限,温度 36.84℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T14:35:00.000Z,36.84,93,待处理,,,,否,
a_mqiq3dfpe5,细胞培养箱,SENS-003,湿度越上限,湿度 93.00% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T14:35:00.000Z,36.84,93,待处理,,,,否,
a_mqiq3dkqb5,稳定性试验箱,SENS-005,温度漂移,温度突变 4.51℃，超过阈值 2℃（前值 25.13℃）,2026-06-17 23:49:29,2025-05-07T14:35:00.000Z,29.64,59.3,待处理,,,,否,
a_mqiq3caqaa,一号冷库,SENS-001,温度越下限,温度 4.45℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T14:30:00.000Z,4.45,54.4,待处理,,,,否,
a_mqiq3cpvef,试剂保存室,SENS-002,温度越下限,温度 8.23℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T14:30:00.000Z,8.23,45.2,待处理,,,,否,
a_mqiq3dfp85,细胞培养箱,SENS-003,温度越上限,温度 36.82℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T14:30:00.000Z,36.82,96.2,待处理,,,,否,
a_mqiq3dfp61,细胞培养箱,SENS-003,湿度越上限,湿度 96.20% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T14:30:00.000Z,36.82,96.2,待处理,,,,否,
a_mqiq3caqe3,一号冷库,SENS-001,温度越下限,温度 4.76℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T14:25:00.000Z,4.76,54.1,待处理,,,,否,
a_mqiq3cpv8a,试剂保存室,SENS-002,温度越下限,温度 7.77℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T14:25:00.000Z,7.77,45.9,待处理,,,,否,
a_mqiq3dfp5c,细胞培养箱,SENS-003,温度越上限,温度 36.97℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T14:25:00.000Z,36.97,93.3,待处理,,,,否,
a_mqiq3dfp64,细胞培养箱,SENS-003,湿度越上限,湿度 93.30% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T14:25:00.000Z,36.97,93.3,待处理,,,,否,
a_mqiq3caqc6,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T14:20:00.000Z,4.88,53.4,待处理,,,,否,
a_mqiq3cpve0,试剂保存室,SENS-002,温度越下限,温度 8.39℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T14:20:00.000Z,8.39,45,待处理,,,,否,
a_mqiq3dfo4e,细胞培养箱,SENS-003,温度越上限,温度 36.83℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T14:20:00.000Z,36.83,96.2,待处理,,,,否,
a_mqiq3dfp9a,细胞培养箱,SENS-003,湿度越上限,湿度 96.20% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T14:20:00.000Z,36.83,96.2,待处理,,,,否,
a_mqiq3caq86,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T14:15:00.000Z,4.57,55.4,待处理,,,,否,
a_mqiq3cpvab,试剂保存室,SENS-002,温度越下限,温度 8.10℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T14:15:00.000Z,8.1,46.1,待处理,,,,否,
a_mqiq3dfo52,细胞培养箱,SENS-003,温度越上限,温度 36.72℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T14:15:00.000Z,36.72,94.7,待处理,,,,否,
a_mqiq3dfocb,细胞培养箱,SENS-003,湿度越上限,湿度 94.70% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T14:15:00.000Z,36.72,94.7,待处理,,,,否,
a_mqiq3caq1f,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T14:10:00.000Z,4.32,55.7,待处理,,,,否,
a_mqiq3caqac,一号冷库,SENS-001,湿度漂移,湿度突变 19.10%，超过阈值 10%（前值 36.60%）,2026-06-17 23:49:27,2025-05-07T14:10:00.000Z,4.32,55.7,待处理,,,,否,
a_mqiq3cpud8,试剂保存室,SENS-002,温度越下限,温度 8.23℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T14:10:00.000Z,8.23,46.5,待处理,,,,否,
a_mqiq3cpuca,试剂保存室,SENS-002,湿度漂移,湿度突变 16.30%，超过阈值 10%（前值 62.80%）,2026-06-17 23:49:28,2025-05-07T14:10:00.000Z,8.23,46.5,待处理,,,,否,
a_mqiq3dfo64,细胞培养箱,SENS-003,温度越上限,温度 36.83℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T14:10:00.000Z,36.83,95.1,待处理,,,,否,
a_mqiq3dfo43,细胞培养箱,SENS-003,湿度越上限,湿度 95.10% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T14:10:00.000Z,36.83,95.1,待处理,,,,否,
a_mqiq3di813,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.60%，超过阈值 10%（前值 58.00%）,2026-06-17 23:49:29,2025-05-07T14:10:00.000Z,21.73,39.4,待处理,,,,否,
a_mqiq3cap85,一号冷库,SENS-001,温度越下限,温度 4.42℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T14:05:00.000Z,4.42,36.6,待处理,,,,否,
a_mqiq3cap54,一号冷库,SENS-001,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 54.60%）,2026-06-17 23:49:27,2025-05-07T14:05:00.000Z,4.42,36.6,待处理,,,,否,
a_mqiq3cpuf3,试剂保存室,SENS-002,温度越下限,温度 8.29℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T14:05:00.000Z,8.29,62.8,待处理,,,,否,
a_mqiq3cpu06,试剂保存室,SENS-002,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 44.80%）,2026-06-17 23:49:28,2025-05-07T14:05:00.000Z,8.29,62.8,待处理,,,,否,
a_mqiq3dfoab,细胞培养箱,SENS-003,温度越上限,温度 36.90℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T14:05:00.000Z,36.9,96.6,待处理,,,,否,
a_mqiq3dfoc0,细胞培养箱,SENS-003,湿度越上限,湿度 96.60% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T14:05:00.000Z,36.9,96.6,待处理,,,,否,
a_mqiq3di8ab,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 40.00%）,2026-06-17 23:49:29,2025-05-07T14:05:00.000Z,22.03,58,待处理,,,,否,
a_mqiq3capa8,一号冷库,SENS-001,温度越下限,温度 4.51℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T14:00:00.000Z,4.51,54.6,待处理,,,,否,
a_mqiq3cpu6e,试剂保存室,SENS-002,温度越下限,温度 8.22℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T14:00:00.000Z,8.22,44.8,待处理,,,,否,
a_mqiq3dfn1d,细胞培养箱,SENS-003,温度越上限,温度 37.14℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T14:00:00.000Z,37.14,95.5,待处理,,,,否,
a_mqiq3dfne3,细胞培养箱,SENS-003,湿度越上限,湿度 95.50% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T14:00:00.000Z,37.14,95.5,待处理,,,,否,
a_mqiq3cape8,一号冷库,SENS-001,温度越下限,温度 4.80℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T13:55:00.000Z,4.8,55.4,待处理,,,,否,
a_mqiq3cpuf9,试剂保存室,SENS-002,温度越下限,温度 7.85℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T13:55:00.000Z,7.85,45.3,待处理,,,,否,
a_mqiq3dfn5a,细胞培养箱,SENS-003,温度越上限,温度 37.40℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T13:55:00.000Z,37.4,94.6,待处理,,,,否,
a_mqiq3dfn0c,细胞培养箱,SENS-003,湿度越上限,湿度 94.60% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T13:55:00.000Z,37.4,94.6,待处理,,,,否,
a_mqiq3dkq01,稳定性试验箱,SENS-005,湿度漂移,湿度突变 17.60%，超过阈值 10%（前值 78.00%）,2026-06-17 23:49:29,2025-05-07T13:55:00.000Z,24.77,60.4,待处理,,,,否,
a_mqiq3cap1a,一号冷库,SENS-001,温度越下限,温度 4.43℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T13:50:00.000Z,4.43,56.2,待处理,,,,否,
a_mqiq3cpt05,试剂保存室,SENS-002,温度越下限,温度 8.01℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T13:50:00.000Z,8.01,46.9,待处理,,,,否,
a_mqiq3dfndd,细胞培养箱,SENS-003,温度越上限,温度 36.78℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T13:50:00.000Z,36.78,93.1,待处理,,,,否,
a_mqiq3dfn76,细胞培养箱,SENS-003,湿度越上限,湿度 93.10% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T13:50:00.000Z,36.78,93.1,待处理,,,,否,
a_mqiq3dfn1a,细胞培养箱,SENS-003,温度漂移,温度突变 3.31℃，超过阈值 2℃（前值 33.47℃）,2026-06-17 23:49:29,2025-05-07T13:50:00.000Z,36.78,93.1,待处理,,,,否,
a_mqiq3dkqd5,稳定性试验箱,SENS-005,湿度越上限,湿度 78.00% 超过上限 70%,2026-06-17 23:49:29,2025-05-07T13:50:00.000Z,24.87,78,待处理,,,,否,
a_mqiq3dkqba,稳定性试验箱,SENS-005,湿度漂移,湿度突变 19.30%，超过阈值 10%（前值 58.70%）,2026-06-17 23:49:29,2025-05-07T13:50:00.000Z,24.87,78,待处理,,,,否,
a_mqiq3cao53,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-07T13:45:00.000Z,4.46,55.1,待处理,,,,否,
a_mqiq3caoa0,一号冷库,SENS-001,湿度漂移,湿度突变 18.10%，超过阈值 10%（前值 37.00%）,2026-06-17 23:49:27,2025-05-07T13:45:00.000Z,4.46,55.1,待处理,,,,否,
a_mqiq3cptc5,试剂保存室,SENS-002,温度越下限,温度 7.70℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-07T13:45:00.000Z,7.7,46.7,待处理,,,,否,
a_mqiq3cpt57,试剂保存室,SENS-002,湿度漂移,湿度突变 19.70%，超过阈值 10%（前值 27.00%）,2026-06-17 23:49:28,2025-05-07T13:45:00.000Z,7.7,46.7,待处理,,,,否,
a_mqiq3dfmb2,细胞培养箱,SENS-003,温度越上限,温度 33.47℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-07T13:45:00.000Z,33.47,95.1,待处理,,,,否,
